team_id,team_name,games_played,games_won,games_drawn,games_lost,points,goals_for,goals_against,goal_difference,xg_for,xg_against,xg_diff,xg_non_penalty_diff,xg_open_play_diff,xg_set_play_diff,field_tilt,shot_share
9825,Arsenal,16,11,3,2,36,30,10,20,27.35,9.88,17.47,15.9,10.099999999999998,5.789999999999999,0.6739130434782609,0.6581920903954802
8456,Manchester City,16,11,1,4,34,38,16,22,30.88,17.72,13.16,13.16,12.280000000000001,0.8600000000000003,0.611957796014068,0.5853018372703412
10252,Aston Villa,16,10,3,3,33,25,17,8,17.12,21.9,-4.779999999999998,-3.1999999999999993,0.1899999999999995,-3.41,0.4875816993464052,0.4793814432989691
8455,Chelsea,16,8,4,4,28,27,15,12,27.32,20.78,6.539999999999999,5.75,6.710000000000003,-0.9400000000000004,0.5770804911323328,0.5839793281653747
9826,Crystal Palace,16,7,5,4,26,20,15,5,26.5,18.62,7.879999999999999,7.100000000000001,5.919999999999998,1.1799999999999997,0.5114709851551957,0.5220994475138122
10260,Manchester United,16,7,5,4,26,30,26,4,30.78,21.96,8.82,6.449999999999999,5.590000000000002,0.8600000000000003,0.5558166862514688,0.597752808988764
8472,Sunderland,16,7,5,4,26,19,17,2,13.32,21.32,-8.0,-8.790000000000001,-9.940000000000001,1.15,0.376,0.3875968992248062
8668,Everton,16,7,3,6,24,18,19,-1,19.54,22.4,-2.8599999999999994,-2.0700000000000003,-3.049999999999999,1.0,0.48645320197044334,0.44502617801047123
10204,Brighton & Hove Albion,16,6,5,5,23,25,23,2,26.04,21.45,4.59,4.59,4.199999999999999,0.41999999999999993,0.5244338498212158,0.5304136253041363
8650,Liverpool,15,7,2,6,23,22,22,0,24.119999999999997,17.92,6.199999999999996,7.779999999999998,8.88,-1.12,0.5852130325814536,0.5732009925558312
8586,Tottenham Hotspur,16,6,4,6,22,25,21,4,15.21,22.23,-7.02,-6.23,-6.040000000000001,-0.1200000000000001,0.49517241379310345,0.44476744186046513
10261,Newcastle United,16,6,4,6,22,21,20,1,21.37,17.560000000000002,3.8099999999999987,3.01,-0.10999999999999943,3.17,0.49742268041237114,0.5426997245179064
8678,AFC Bournemouth,15,5,6,4,21,23,24,-1,21.279999999999998,20.55,0.7299999999999969,-0.07000000000000028,-0.3500000000000014,0.27000000000000046,0.5032509752925878,0.5305039787798409
9879,Fulham,16,6,2,8,20,23,26,-3,17.47,22.08,-4.609999999999999,-2.240000000000002,-0.5099999999999998,-1.7700000000000005,0.4859335038363171,0.5013623978201635
9937,Brentford,16,6,2,8,20,22,25,-3,22.99,21.18,1.8099999999999987,-1.3399999999999999,-5.59,4.27,0.465359477124183,0.4419889502762431
10203,Nottingham Forest,16,5,3,8,18,17,25,-8,20.03,23.16,-3.129999999999999,-1.5500000000000007,0.9399999999999995,-2.5199999999999996,0.4945945945945946,0.4913151364764268
8463,Leeds United,16,4,4,8,16,20,30,-10,22.24,23.11,-0.870000000000001,-1.6600000000000001,-1.7899999999999991,0.0600000000000005,0.4971590909090909,0.5231958762886598
8654,West Ham United,16,3,4,9,13,19,32,-13,16.32,26.39,-10.07,-9.290000000000001,-8.040000000000001,-1.2400000000000002,0.3733850129198966,0.39950980392156865
8191,Burnley,16,3,1,12,10,18,33,-15,14.7,33.379999999999995,-18.679999999999996,-16.31,-11.650000000000002,-4.6499999999999995,0.3487773487773488,0.36666666666666664
8602,Wolverhampton Wanderers,16,0,2,14,2,9,35,-26,13.620000000000001,24.61,-10.989999999999998,-10.99,-7.739999999999998,-3.2600000000000002,0.42578125,0.3858695652173913
