team_name,matches,mean_contexg_for,mean_contexg_against,contexg_diff,mean_goals_for,mean_goals_against,mean_gd,mean_xg_for,mean_xg_against,mean_xgd
Arsenal,31,1.94084320400211,0.8694392331780776,1.0714039708240324,1.967741935483871,0.7096774193548387,1.2580645161290323,1.9593743225806453,0.8076900064516128,1.1516843161290324
Manchester City,30,2.009783356826108,1.014946078468423,0.9948372783576851,2.0,0.9333333333333333,1.0666666666666667,2.0176281666666664,1.1689688666666667,0.8486592999999998
Liverpool,30,1.8397242019606581,1.2017280398749632,0.637996162085695,1.6333333333333333,1.3333333333333333,0.30000000000000004,1.841906,1.2734386,0.5684674000000001
Chelsea,30,1.8102195780510073,1.1842950495230364,0.6259245285279709,1.7666666666666666,1.1666666666666667,0.5999999999999999,2.1092995333333335,1.4631043000000001,0.6461952333333334
Manchester United,30,1.6438294559388682,1.2862691886655784,0.35756026727329004,1.8,1.3666666666666667,0.43333333333333335,1.9028805333333334,1.2722121999999998,0.6306683333333336
Brentford,29,1.486331662454147,1.3188386543866861,0.16749300806746079,1.5172413793103448,1.3793103448275863,0.13793103448275845,1.7691463793103448,1.4737163103448276,0.29543006896551716
Newcastle United,30,1.509954083468989,1.35414145572279,0.15581262774619903,1.4333333333333333,1.4333333333333333,0.0,1.6145573999999998,1.3826105666666666,0.2319468333333332
Bournemouth,30,1.501803531671803,1.4631962974713537,0.03860723420044925,1.4666666666666666,1.5333333333333334,-0.06666666666666687,1.7349056333333333,1.4594516666666666,0.27545396666666666
Crystal Palace,30,1.3763555932610152,1.3542335221395314,0.02212207112148388,1.1,1.1666666666666667,-0.06666666666666665,1.6387161666666665,1.4964096,0.14230656666666652
Brighton,30,1.4104203158708022,1.3916190315735415,0.01880128429726053,1.3,1.2,0.10000000000000009,1.4410996999999999,1.446753266666667,-0.005653566666667054
Fulham,30,1.3684740250024583,1.3856077161113658,-0.017133691108907504,1.3333333333333333,1.4333333333333333,-0.10000000000000009,1.2497371333333334,1.5611077999999998,-0.31137066666666646
Aston Villa,30,1.3668358652434462,1.3971106673338647,-0.030274802090418072,1.3333333333333333,1.2333333333333334,0.09999999999999987,1.3405783666666666,1.550195166666667,-0.20961680000000027
Leeds,30,1.3246930990379946,1.4233572716502356,-0.09866417261224106,1.2333333333333334,1.6,-0.3666666666666667,1.4988485999999999,1.5095758333333333,-0.010727233333333475
Everton,30,1.2143500626632973,1.5112012066056493,-0.2968511439423519,1.1333333333333333,1.1666666666666667,-0.03333333333333344,1.2961102999999998,1.5255451666666666,-0.2294348666666668
Tottenham,30,1.2252014274381895,1.5825027137715435,-0.3573012863333542,1.3333333333333333,1.5666666666666667,-0.2333333333333334,1.17886574,1.5510239333333333,-0.37215819333333333
Nottingham Forest,30,1.181977487261603,1.5897928763209916,-0.4078153890593886,0.9333333333333333,1.4333333333333333,-0.5,1.1959968666666667,1.7032618333333334,-0.5072649666666667
Sunderland,30,1.0929203742678302,1.65587180122172,-0.5629514269538898,1.0,1.1666666666666667,-0.16666666666666674,1.0247698,1.5956549666666668,-0.5708851666666668
West Ham,30,1.1073524074582275,1.6986964043301798,-0.5913439968719523,1.2,1.8333333333333333,-0.6333333333333333,1.2705135333333333,1.8474831999999999,-0.5769696666666666
Wolverhampton Wanderers,30,0.9703049145423358,1.7350882622899986,-0.7647833477476628,0.7333333333333333,1.7333333333333334,-1.0,0.9306731333333335,1.747481,-0.8168078666666666
Burnley,30,0.9626565001085274,1.9562260413151071,-0.9935695412065796,1.0666666666666667,1.9333333333333333,-0.8666666666666667,0.9667303666666667,2.1751951999999997,-1.208464833333333
