Date,Team,Country
2020-09-09,Bayern,GER
2020-09-10,Bayern,GER
2020-09-11,Bayern,GER
2020-09-12,Bayern,GER
2020-09-13,Bayern,GER
2020-09-14,Bayern,GER
2020-09-15,Bayern,GER
2020-09-16,Bayern,GER
2020-09-17,Bayern,GER
2020-09-18,Bayern,GER
2020-09-19,Bayern,GER
2020-09-20,Bayern,GER
2020-09-21,Bayern,GER
2020-09-22,Bayern,GER
2020-09-23,Bayern,GER
2020-09-24,Bayern,GER
2020-09-25,Bayern,GER
2020-09-26,Bayern,GER
2020-09-27,Bayern,GER
2020-09-28,Bayern,GER
2020-09-29,Bayern,GER
2020-09-30,Bayern,GER
2020-10-01,Bayern,GER
2020-10-02,Bayern,GER
2020-10-03,Bayern,GER
2020-10-04,Bayern,GER
2020-10-05,Bayern,GER
2020-10-06,Bayern,GER
2020-10-07,Bayern,GER
2020-10-08,Bayern,GER
2020-10-09,Bayern,GER
2020-10-10,Bayern,GER
2020-10-11,Bayern,GER
2020-10-12,Bayern,GER
2020-10-13,Bayern,GER
2020-10-14,Bayern,GER
2020-10-15,Bayern,GER
2020-10-16,Bayern,GER
2020-10-17,Bayern,GER
2020-10-18,Bayern,GER
2020-10-19,Bayern,GER
2020-10-20,Bayern,GER
2020-10-21,Bayern,GER
2020-10-22,Bayern,GER
2020-10-23,Bayern,GER
2020-10-24,Bayern,GER
2020-10-25,Bayern,GER
2020-10-26,Bayern,GER
2020-10-27,Bayern,GER
2020-10-28,Bayern,GER
2020-10-29,Bayern,GER
2020-10-30,Bayern,GER
2020-10-31,Bayern,GER
2020-11-01,Bayern,GER
2020-11-02,Bayern,GER
2020-11-03,Bayern,GER
2020-11-04,Bayern,GER
2020-11-05,Bayern,GER
2020-11-06,Bayern,GER
2020-11-07,Bayern,GER
2020-11-08,Bayern,GER
2020-11-09,Bayern,GER
2020-11-10,Bayern,GER
2020-11-11,Bayern,GER
2020-11-12,Bayern,GER
2020-11-13,Bayern,GER
2020-11-14,Bayern,GER
2020-11-15,Bayern,GER
2020-11-16,Bayern,GER
2020-11-17,Bayern,GER
2020-11-18,Bayern,GER
2020-11-19,Bayern,GER
2020-11-20,Bayern,GER
2020-11-21,Bayern,GER
2020-11-22,Bayern,GER
2020-11-23,Bayern,GER
2020-11-24,Bayern,GER
2020-11-25,Bayern,GER
2020-11-26,Bayern,GER
2020-11-27,Bayern,GER
2020-11-28,Bayern,GER
2020-11-29,Bayern,GER
2020-11-30,Bayern,GER
2020-12-01,Bayern,GER
2020-12-02,Bayern,GER
2020-12-03,Bayern,GER
2020-12-04,Bayern,GER
2020-12-05,Bayern,GER
2020-12-06,Bayern,GER
2020-12-07,Bayern,GER
2020-12-08,Bayern,GER
2020-12-09,Bayern,GER
2020-12-10,Bayern,GER
2020-12-11,Bayern,GER
2020-12-12,Bayern,GER
2020-12-13,Bayern,GER
2020-12-14,Bayern,GER
2020-12-15,Bayern,GER
2020-12-16,Bayern,GER
2020-12-17,Bayern,GER
2020-12-18,Bayern,GER
2020-12-19,Bayern,GER
2020-12-20,Bayern,GER
2020-12-21,Bayern,GER
2020-12-22,Bayern,GER
2020-12-23,Bayern,GER
2020-12-24,Bayern,GER
2020-12-25,Bayern,GER
2020-12-26,Bayern,GER
2020-12-27,Bayern,GER
2020-12-28,Bayern,GER
2020-12-29,Bayern,GER
2020-12-30,Bayern,GER
2020-12-31,Bayern,GER
2021-01-01,Bayern,GER
2021-01-02,Bayern,GER
2021-01-03,Bayern,GER
2021-01-04,Bayern,GER
2021-01-05,Bayern,GER
2021-01-06,Bayern,GER
2021-01-07,Bayern,GER
2021-01-08,Bayern,GER
2021-01-09,Bayern,GER
2021-01-10,Bayern,GER
2021-01-11,Bayern,GER
2021-01-12,Bayern,GER
2021-01-13,Bayern,GER
2021-01-14,Bayern,GER
2021-01-15,Bayern,GER
2021-01-16,Bayern,GER
2021-01-17,Bayern,GER
2021-01-18,Bayern,GER
2021-01-19,Bayern,GER
2021-01-20,Bayern,GER
2021-01-21,Bayern,GER
2021-01-22,Bayern,GER
2021-01-23,Bayern,GER
2021-01-24,Bayern,GER
2021-01-25,Bayern,GER
2021-01-26,Bayern,GER
2021-01-27,Bayern,GER
2021-01-28,Bayern,GER
2021-01-29,Bayern,GER
2021-01-30,Bayern,GER
2021-01-31,Bayern,GER
2021-02-01,Bayern,GER
2021-02-02,Bayern,GER
2021-02-03,Bayern,GER
2021-02-04,Bayern,GER
2021-02-05,Bayern,GER
2021-02-06,Bayern,GER
2021-02-07,Bayern,GER
2021-02-08,Bayern,GER
2021-02-09,Bayern,GER
2021-02-10,Bayern,GER
2021-02-11,Bayern,GER
2021-02-12,Bayern,GER
2021-02-13,Bayern,GER
2021-02-14,Bayern,GER
2021-02-15,Bayern,GER
2021-02-16,Bayern,GER
2021-02-17,Bayern,GER
2021-02-18,Bayern,GER
2021-02-19,Bayern,GER
2021-02-20,Bayern,GER
2021-02-21,Bayern,GER
2021-02-22,Bayern,GER
2021-02-23,Bayern,GER
2021-02-24,Bayern,GER
2021-02-25,Bayern,GER
2021-02-26,Man City,ENG
2021-02-27,Man City,ENG
2021-02-28,Man City,ENG
2021-03-01,Man City,ENG
2021-03-02,Man City,ENG
2021-03-03,Man City,ENG
2021-03-04,Man City,ENG
2021-03-05,Man City,ENG
2021-03-06,Man City,ENG
2021-03-07,Man City,ENG
2021-03-08,Bayern,GER
2021-03-09,Bayern,GER
2021-03-10,Bayern,GER
2021-03-11,Man City,ENG
2021-03-12,Man City,ENG
2021-03-13,Man City,ENG
2021-03-14,Man City,ENG
2021-03-15,Man City,ENG
2021-03-16,Man City,ENG
2021-03-17,Man City,ENG
2021-03-18,Man City,ENG
2021-03-19,Man City,ENG
2021-03-20,Man City,ENG
2021-03-21,Man City,ENG
2021-03-22,Man City,ENG
2021-03-23,Man City,ENG
2021-03-24,Man City,ENG
2021-03-25,Man City,ENG
2021-03-26,Man City,ENG
2021-03-27,Man City,ENG
2021-03-28,Man City,ENG
2021-03-29,Man City,ENG
2021-03-30,Man City,ENG
2021-03-31,Man City,ENG
2021-04-01,Man City,ENG
2021-04-02,Man City,ENG
2021-04-03,Man City,ENG
2021-04-04,Man City,ENG
2021-04-05,Man City,ENG
2021-04-06,Man City,ENG
2021-04-07,Man City,ENG
2021-04-08,Man City,ENG
2021-04-09,Man City,ENG
2021-04-10,Man City,ENG
2021-04-11,Man City,ENG
2021-04-12,Man City,ENG
2021-04-13,Man City,ENG
2021-04-14,Man City,ENG
2021-04-15,Man City,ENG
2021-04-16,Man City,ENG
2021-04-17,Man City,ENG
2021-04-18,Man City,ENG
2021-04-19,Man City,ENG
2021-04-20,Man City,ENG
2021-04-21,Man City,ENG
2021-04-22,Man City,ENG
2021-04-23,Man City,ENG
2021-04-24,Man City,ENG
2021-04-25,Man City,ENG
2021-04-26,Man City,ENG
2021-04-27,Man City,ENG
2021-04-28,Man City,ENG
2021-04-29,Man City,ENG
2021-04-30,Man City,ENG
2021-05-01,Man City,ENG
2021-05-02,Man City,ENG
2021-05-03,Man City,ENG
2021-05-04,Man City,ENG
2021-05-05,Man City,ENG
2021-05-06,Man City,ENG
2021-05-07,Man City,ENG
2021-05-08,Man City,ENG
2021-05-09,Man City,ENG
2021-05-10,Man City,ENG
2021-05-11,Man City,ENG
2021-05-12,Man City,ENG
2021-05-13,Man City,ENG
2021-05-14,Man City,ENG
2021-05-15,Man City,ENG
2021-05-16,Man City,ENG
2021-05-17,Man City,ENG
2021-05-18,Man City,ENG
2021-05-19,Man City,ENG
2021-05-20,Man City,ENG
2021-05-21,Man City,ENG
2021-05-22,Man City,ENG
2021-05-23,Man City,ENG
2021-05-24,Man City,ENG
2021-05-25,Man City,ENG
2021-05-26,Man City,ENG
2021-05-27,Man City,ENG
2021-05-28,Man City,ENG
2021-05-29,Man City,ENG
2021-05-30,Man City,ENG
2021-05-31,Man City,ENG
2021-06-01,Man City,ENG
2021-06-02,Man City,ENG
2021-06-03,Man City,ENG
2021-06-04,Man City,ENG
2021-06-05,Man City,ENG
2021-06-06,Man City,ENG
2021-06-07,Man City,ENG
2021-06-08,Man City,ENG
2021-06-09,Man City,ENG
2021-06-10,Man City,ENG
2021-06-11,Man City,ENG
2021-06-12,Man City,ENG
2021-06-13,Man City,ENG
2021-06-14,Man City,ENG
2021-06-15,Man City,ENG
2021-06-16,Man City,ENG
2021-06-17,Man City,ENG
2021-06-18,Man City,ENG
2021-06-19,Man City,ENG
2021-06-20,Man City,ENG
2021-06-21,Man City,ENG
2021-06-22,Man City,ENG
2021-06-23,Man City,ENG
2021-06-24,Man City,ENG
2021-06-25,Man City,ENG
2021-06-26,Man City,ENG
2021-06-27,Man City,ENG
2021-06-28,Man City,ENG
2021-06-29,Man City,ENG
2021-06-30,Man City,ENG
2021-07-01,Man City,ENG
2021-07-02,Man City,ENG
2021-07-03,Man City,ENG
2021-07-04,Man City,ENG
2021-07-05,Man City,ENG
2021-07-06,Man City,ENG
2021-07-07,Man City,ENG
2021-07-08,Man City,ENG
2021-07-09,Man City,ENG
2021-07-10,Man City,ENG
2021-07-11,Man City,ENG
2021-07-12,Man City,ENG
2021-07-13,Man City,ENG
2021-07-14,Man City,ENG
2021-07-15,Man City,ENG
2021-07-16,Man City,ENG
2021-07-17,Man City,ENG
2021-07-18,Man City,ENG
2021-07-19,Man City,ENG
2021-07-20,Man City,ENG
2021-07-21,Man City,ENG
2021-07-22,Man City,ENG
2021-07-23,Man City,ENG
2021-07-24,Man City,ENG
2021-07-25,Man City,ENG
2021-07-26,Man City,ENG
2021-07-27,Man City,ENG
2021-07-28,Man City,ENG
2021-07-29,Man City,ENG
2021-07-30,Man City,ENG
2021-07-31,Man City,ENG
2021-08-01,Man City,ENG
2021-08-02,Man City,ENG
2021-08-03,Man City,ENG
2021-08-04,Man City,ENG
2021-08-05,Man City,ENG
2021-08-06,Man City,ENG
2021-08-07,Man City,ENG
2021-08-08,Man City,ENG
2021-08-09,Man City,ENG
2021-08-10,Man City,ENG
2021-08-11,Man City,ENG
2021-08-12,Man City,ENG
2021-08-13,Man City,ENG
2021-08-14,Man City,ENG
2021-08-15,Man City,ENG
2021-08-16,Man City,ENG
2021-08-17,Man City,ENG
2021-08-18,Man City,ENG
2021-08-19,Man City,ENG
2021-08-20,Man City,ENG
2021-08-21,Man City,ENG
2021-08-22,Man City,ENG
2021-08-23,Man City,ENG
2021-08-24,Man City,ENG
2021-08-25,Man City,ENG
2021-08-26,Man City,ENG
2021-08-27,Man City,ENG
2021-08-28,Man City,ENG
2021-08-29,Man City,ENG
2021-08-30,Man City,ENG
2021-08-31,Man City,ENG
2021-09-01,Man City,ENG
2021-09-02,Man City,ENG
2021-09-03,Man City,ENG
2021-09-04,Man City,ENG
2021-09-05,Man City,ENG
2021-09-06,Man City,ENG
2021-09-07,Man City,ENG
2021-09-08,Man City,ENG
2021-09-09,Man City,ENG
2021-09-10,Man City,ENG
2021-09-11,Man City,ENG
2021-09-12,Man City,ENG
2021-09-13,Man City,ENG
2021-09-14,Man City,ENG
2021-09-15,Bayern,GER
2021-09-16,Man City,ENG
2021-09-17,Man City,ENG
2021-09-18,Man City,ENG
2021-09-19,Bayern,GER
2021-09-20,Bayern,GER
2021-09-21,Bayern,GER
2021-09-22,Bayern,GER
2021-09-23,Bayern,GER
2021-09-24,Bayern,GER
2021-09-25,Bayern,GER
2021-09-26,Man City,ENG
2021-09-27,Man City,ENG
2021-09-28,Man City,ENG
2021-09-29,Bayern,GER
2021-09-30,Bayern,GER
2021-10-01,Bayern,GER
2021-10-02,Bayern,GER
2021-10-03,Bayern,GER
2021-10-04,Bayern,GER
2021-10-05,Bayern,GER
2021-10-06,Bayern,GER
2021-10-07,Bayern,GER
2021-10-08,Bayern,GER
2021-10-09,Bayern,GER
2021-10-10,Bayern,GER
2021-10-11,Bayern,GER
2021-10-12,Bayern,GER
2021-10-13,Bayern,GER
2021-10-14,Bayern,GER
2021-10-15,Bayern,GER
2021-10-16,Bayern,GER
2021-10-17,Bayern,GER
2021-10-18,Bayern,GER
2021-10-19,Bayern,GER
2021-10-20,Man City,ENG
2021-10-21,Bayern,GER
2021-10-22,Bayern,GER
2021-10-23,Bayern,GER
2021-10-24,Bayern,GER
2021-10-25,Bayern,GER
2021-10-26,Bayern,GER
2021-10-27,Bayern,GER
2021-10-28,Bayern,GER
2021-10-29,Bayern,GER
2021-10-30,Bayern,GER
2021-10-31,Bayern,GER
2021-11-01,Bayern,GER
2021-11-02,Bayern,GER
2021-11-03,Bayern,GER
2021-11-04,Bayern,GER
2021-11-05,Bayern,GER
2021-11-06,Bayern,GER
2021-11-07,Bayern,GER
2021-11-08,Bayern,GER
2021-11-09,Bayern,GER
2021-11-10,Bayern,GER
2021-11-11,Bayern,GER
2021-11-12,Bayern,GER
2021-11-13,Bayern,GER
2021-11-14,Bayern,GER
2021-11-15,Bayern,GER
2021-11-16,Bayern,GER
2021-11-17,Bayern,GER
2021-11-18,Bayern,GER
2021-11-19,Bayern,GER
2021-11-20,Bayern,GER
2021-11-21,Bayern,GER
2021-11-22,Bayern,GER
2021-11-23,Bayern,GER
2021-11-24,Bayern,GER
2021-11-25,Man City,ENG
2021-11-26,Man City,ENG
2021-11-27,Man City,ENG
2021-11-28,Man City,ENG
2021-11-29,Man City,ENG
2021-11-30,Man City,ENG
2021-12-01,Man City,ENG
2021-12-02,Man City,ENG
2021-12-03,Man City,ENG
2021-12-04,Man City,ENG
2021-12-05,Man City,ENG
2021-12-06,Man City,ENG
2021-12-07,Man City,ENG
2021-12-08,Bayern,GER
2021-12-09,Bayern,GER
2021-12-10,Bayern,GER
2021-12-11,Bayern,GER
2021-12-12,Bayern,GER
2021-12-13,Bayern,GER
2021-12-14,Bayern,GER
2021-12-15,Bayern,GER
2021-12-16,Bayern,GER
2021-12-17,Bayern,GER
2021-12-18,Bayern,GER
2021-12-19,Bayern,GER
2021-12-20,Bayern,GER
2021-12-21,Bayern,GER
2021-12-22,Bayern,GER
2021-12-23,Bayern,GER
2021-12-24,Bayern,GER
2021-12-25,Bayern,GER
2021-12-26,Bayern,GER
2021-12-27,Bayern,GER
2021-12-28,Bayern,GER
2021-12-29,Bayern,GER
2021-12-30,Bayern,GER
2021-12-31,Bayern,GER
2022-01-01,Bayern,GER
2022-01-02,Bayern,GER
2022-01-03,Bayern,GER
2022-01-04,Bayern,GER
2022-01-05,Bayern,GER
2022-01-06,Bayern,GER
2022-01-07,Bayern,GER
2022-01-08,Man City,ENG
2022-01-09,Man City,ENG
2022-01-10,Man City,ENG
2022-01-11,Man City,ENG
2022-01-12,Man City,ENG
2022-01-13,Man City,ENG
2022-01-14,Man City,ENG
2022-01-15,Man City,ENG
2022-01-16,Man City,ENG
2022-01-17,Man City,ENG
2022-01-18,Man City,ENG
2022-01-19,Man City,ENG
2022-01-20,Man City,ENG
2022-01-21,Man City,ENG
2022-01-22,Man City,ENG
2022-01-23,Man City,ENG
2022-01-24,Man City,ENG
2022-01-25,Man City,ENG
2022-01-26,Man City,ENG
2022-01-27,Man City,ENG
2022-01-28,Man City,ENG
2022-01-29,Man City,ENG
2022-01-30,Man City,ENG
2022-01-31,Man City,ENG
2022-02-01,Man City,ENG
2022-02-02,Man City,ENG
2022-02-03,Man City,ENG
2022-02-04,Man City,ENG
2022-02-05,Man City,ENG
2022-02-06,Man City,ENG
2022-02-07,Man City,ENG
2022-02-08,Man City,ENG
2022-02-09,Man City,ENG
2022-02-10,Man City,ENG
2022-02-11,Man City,ENG
2022-02-12,Man City,ENG
2022-02-13,Man City,ENG
2022-02-14,Man City,ENG
2022-02-15,Man City,ENG
2022-02-16,Man City,ENG
2022-02-17,Man City,ENG
2022-02-18,Man City,ENG
2022-02-19,Man City,ENG
2022-02-20,Man City,ENG
2022-02-21,Man City,ENG
2022-02-22,Man City,ENG
2022-02-23,Man City,ENG
2022-02-24,Liverpool,ENG
2022-02-25,Liverpool,ENG
2022-02-26,Liverpool,ENG
2022-02-27,Man City,ENG
2022-02-28,Man City,ENG
2022-03-01,Man City,ENG
2022-03-02,Man City,ENG
2022-03-03,Man City,ENG
2022-03-04,Man City,ENG
2022-03-05,Man City,ENG
2022-03-06,Liverpool,ENG
2022-03-07,Man City,ENG
2022-03-08,Man City,ENG
2022-03-09,Man City,ENG
2022-03-10,Man City,ENG
2022-03-11,Man City,ENG
2022-03-12,Man City,ENG
2022-03-13,Man City,ENG
2022-03-14,Man City,ENG
2022-03-15,Liverpool,ENG
2022-03-16,Liverpool,ENG
2022-03-17,Liverpool,ENG
2022-03-18,Liverpool,ENG
2022-03-19,Liverpool,ENG
2022-03-20,Liverpool,ENG
2022-03-21,Liverpool,ENG
2022-03-22,Liverpool,ENG
2022-03-23,Liverpool,ENG
2022-03-24,Liverpool,ENG
2022-03-25,Liverpool,ENG
2022-03-26,Liverpool,ENG
2022-03-27,Liverpool,ENG
2022-03-28,Liverpool,ENG
2022-03-29,Liverpool,ENG
2022-03-30,Liverpool,ENG
2022-03-31,Liverpool,ENG
2022-04-01,Liverpool,ENG
2022-04-02,Liverpool,ENG
2022-04-03,Liverpool,ENG
2022-04-04,Liverpool,ENG
2022-04-05,Liverpool,ENG
2022-04-06,Liverpool,ENG
2022-04-07,Liverpool,ENG
2022-04-08,Liverpool,ENG
2022-04-09,Liverpool,ENG
2022-04-10,Liverpool,ENG
2022-04-11,Liverpool,ENG
2022-04-12,Liverpool,ENG
2022-04-13,Liverpool,ENG
2022-04-14,Liverpool,ENG
2022-04-15,Liverpool,ENG
2022-04-16,Liverpool,ENG
2022-04-17,Liverpool,ENG
2022-04-18,Liverpool,ENG
2022-04-19,Liverpool,ENG
2022-04-20,Liverpool,ENG
2022-04-21,Liverpool,ENG
2022-04-22,Liverpool,ENG
2022-04-23,Liverpool,ENG
2022-04-24,Liverpool,ENG
2022-04-25,Liverpool,ENG
2022-04-26,Liverpool,ENG
2022-04-27,Liverpool,ENG
2022-04-28,Liverpool,ENG
2022-04-29,Liverpool,ENG
2022-04-30,Liverpool,ENG
2022-05-01,Liverpool,ENG
2022-05-02,Liverpool,ENG
2022-05-03,Liverpool,ENG
2022-05-04,Liverpool,ENG
2022-05-05,Liverpool,ENG
2022-05-06,Liverpool,ENG
2022-05-07,Liverpool,ENG
2022-05-08,Liverpool,ENG
2022-05-09,Liverpool,ENG
2022-05-10,Liverpool,ENG
2022-05-11,Liverpool,ENG
2022-05-12,Liverpool,ENG
2022-05-13,Liverpool,ENG
2022-05-14,Liverpool,ENG
2022-05-15,Liverpool,ENG
2022-05-16,Liverpool,ENG
2022-05-17,Liverpool,ENG
2022-05-18,Liverpool,ENG
2022-05-19,Liverpool,ENG
2022-05-20,Liverpool,ENG
2022-05-21,Liverpool,ENG
2022-05-22,Liverpool,ENG
2022-05-23,Liverpool,ENG
2022-05-24,Liverpool,ENG
2022-05-25,Liverpool,ENG
2022-05-26,Liverpool,ENG
2022-05-27,Liverpool,ENG
2022-05-28,Liverpool,ENG
2022-05-29,Liverpool,ENG
2022-05-30,Liverpool,ENG
2022-05-31,Liverpool,ENG
2022-06-01,Liverpool,ENG
2022-06-02,Liverpool,ENG
2022-06-03,Liverpool,ENG
2022-06-04,Liverpool,ENG
2022-06-05,Liverpool,ENG
2022-06-06,Liverpool,ENG
2022-06-07,Liverpool,ENG
2022-06-08,Liverpool,ENG
2022-06-09,Liverpool,ENG
2022-06-10,Liverpool,ENG
2022-06-11,Liverpool,ENG
2022-06-12,Liverpool,ENG
2022-06-13,Liverpool,ENG
2022-06-14,Liverpool,ENG
2022-06-15,Liverpool,ENG
2022-06-16,Liverpool,ENG
2022-06-17,Liverpool,ENG
2022-06-18,Liverpool,ENG
2022-06-19,Liverpool,ENG
2022-06-20,Liverpool,ENG
2022-06-21,Liverpool,ENG
2022-06-22,Liverpool,ENG
2022-06-23,Liverpool,ENG
2022-06-24,Liverpool,ENG
2022-06-25,Liverpool,ENG
2022-06-26,Liverpool,ENG
2022-06-27,Liverpool,ENG
2022-06-28,Liverpool,ENG
2022-06-29,Liverpool,ENG
2022-06-30,Liverpool,ENG
2022-07-01,Liverpool,ENG
2022-07-02,Liverpool,ENG
2022-07-03,Liverpool,ENG
2022-07-04,Liverpool,ENG
2022-07-05,Liverpool,ENG
2022-07-06,Liverpool,ENG
2022-07-07,Liverpool,ENG
2022-07-08,Liverpool,ENG
2022-07-09,Liverpool,ENG
2022-07-10,Liverpool,ENG
2022-07-11,Liverpool,ENG
2022-07-12,Liverpool,ENG
2022-07-13,Liverpool,ENG
2022-07-14,Liverpool,ENG
2022-07-15,Liverpool,ENG
2022-07-16,Liverpool,ENG
2022-07-17,Liverpool,ENG
2022-07-18,Liverpool,ENG
2022-07-19,Liverpool,ENG
2022-07-20,Liverpool,ENG
2022-07-21,Liverpool,ENG
2022-07-22,Liverpool,ENG
2022-07-23,Liverpool,ENG
2022-07-24,Liverpool,ENG
2022-07-25,Liverpool,ENG
2022-07-26,Liverpool,ENG
2022-07-27,Liverpool,ENG
2022-07-28,Liverpool,ENG
2022-07-29,Liverpool,ENG
2022-07-30,Liverpool,ENG
2022-07-31,Liverpool,ENG
2022-08-01,Liverpool,ENG
2022-08-02,Liverpool,ENG
2022-08-03,Liverpool,ENG
2022-08-04,Liverpool,ENG
2022-08-05,Liverpool,ENG
2022-08-06,Liverpool,ENG
2022-08-07,Liverpool,ENG
2022-08-08,Man City,ENG
2022-08-09,Man City,ENG
2022-08-10,Man City,ENG
2022-08-11,Man City,ENG
2022-08-12,Man City,ENG
2022-08-13,Man City,ENG
2022-08-14,Man City,ENG
2022-08-15,Man City,ENG
2022-08-16,Man City,ENG
2022-08-17,Man City,ENG
2022-08-18,Man City,ENG
2022-08-19,Man City,ENG
2022-08-20,Man City,ENG
2022-08-21,Man City,ENG
2022-08-22,Man City,ENG
2022-08-23,Man City,ENG
2022-08-24,Man City,ENG
2022-08-25,Man City,ENG
2022-08-26,Man City,ENG
2022-08-27,Man City,ENG
2022-08-28,Man City,ENG
2022-08-29,Man City,ENG
2022-08-30,Man City,ENG
2022-08-31,Man City,ENG
2022-09-01,Man City,ENG
2022-09-02,Man City,ENG
2022-09-03,Man City,ENG
2022-09-04,Man City,ENG
2022-09-05,Man City,ENG
2022-09-06,Man City,ENG
2022-09-07,Man City,ENG
2022-09-08,Man City,ENG
2022-09-09,Man City,ENG
2022-09-10,Man City,ENG
2022-09-11,Man City,ENG
2022-09-12,Man City,ENG
2022-09-13,Man City,ENG
2022-09-14,Man City,ENG
2022-09-15,Man City,ENG
2022-09-16,Man City,ENG
2022-09-17,Man City,ENG
2022-09-18,Man City,ENG
2022-09-19,Man City,ENG
2022-09-20,Man City,ENG
2022-09-21,Man City,ENG
2022-09-22,Man City,ENG
2022-09-23,Man City,ENG
2022-09-24,Man City,ENG
2022-09-25,Man City,ENG
2022-09-26,Man City,ENG
2022-09-27,Man City,ENG
2022-09-28,Man City,ENG
2022-09-29,Man City,ENG
2022-09-30,Man City,ENG
2022-10-01,Man City,ENG
2022-10-02,Man City,ENG
2022-10-03,Man City,ENG
2022-10-04,Man City,ENG
2022-10-05,Man City,ENG
2022-10-06,Man City,ENG
2022-10-07,Man City,ENG
2022-10-08,Man City,ENG
2022-10-09,Man City,ENG
2022-10-10,Man City,ENG
2022-10-11,Man City,ENG
2022-10-12,Man City,ENG
2022-10-13,Man City,ENG
2022-10-14,Man City,ENG
2022-10-15,Man City,ENG
2022-10-16,Man City,ENG
2022-10-17,Man City,ENG
2022-10-18,Man City,ENG
2022-10-19,Man City,ENG
2022-10-20,Man City,ENG
2022-10-21,Man City,ENG
2022-10-22,Man City,ENG
2022-10-23,Man City,ENG
2022-10-24,Man City,ENG
2022-10-25,Man City,ENG
2022-10-26,Man City,ENG
2022-10-27,Man City,ENG
2022-10-28,Man City,ENG
2022-10-29,Man City,ENG
2022-10-30,Man City,ENG
2022-10-31,Man City,ENG
2022-11-01,Man City,ENG
2022-11-02,Man City,ENG
2022-11-03,Man City,ENG
2022-11-04,Man City,ENG
2022-11-05,Man City,ENG
2022-11-06,Man City,ENG
2022-11-07,Man City,ENG
2022-11-08,Man City,ENG
2022-11-09,Man City,ENG
2022-11-10,Man City,ENG
2022-11-11,Man City,ENG
2022-11-12,Man City,ENG
2022-11-13,Man City,ENG
2022-11-14,Man City,ENG
2022-11-15,Man City,ENG
2022-11-16,Man City,ENG
2022-11-17,Man City,ENG
2022-11-18,Man City,ENG
2022-11-19,Man City,ENG
2022-11-20,Man City,ENG
2022-11-21,Man City,ENG
2022-11-22,Man City,ENG
2022-11-23,Man City,ENG
2022-11-24,Man City,ENG
2022-11-25,Man City,ENG
2022-11-26,Man City,ENG
2022-11-27,Man City,ENG
2022-11-28,Man City,ENG
2022-11-29,Man City,ENG
2022-11-30,Man City,ENG
2022-12-01,Man City,ENG
2022-12-02,Man City,ENG
2022-12-03,Man City,ENG
2022-12-04,Man City,ENG
2022-12-05,Man City,ENG
2022-12-06,Man City,ENG
2022-12-07,Man City,ENG
2022-12-08,Man City,ENG
2022-12-09,Man City,ENG
2022-12-10,Man City,ENG
2022-12-11,Man City,ENG
2022-12-12,Man City,ENG
2022-12-13,Man City,ENG
2022-12-14,Man City,ENG
2022-12-15,Man City,ENG
2022-12-16,Man City,ENG
2022-12-17,Man City,ENG
2022-12-18,Man City,ENG
2022-12-19,Man City,ENG
2022-12-20,Man City,ENG
2022-12-21,Man City,ENG
2022-12-22,Man City,ENG
2022-12-23,Man City,ENG
2022-12-24,Man City,ENG
2022-12-25,Man City,ENG
2022-12-26,Man City,ENG
2022-12-27,Man City,ENG
2022-12-28,Man City,ENG
2022-12-29,Man City,ENG
2022-12-30,Man City,ENG
2022-12-31,Man City,ENG
2023-01-01,Man City,ENG
2023-01-02,Man City,ENG
2023-01-03,Man City,ENG
2023-01-04,Man City,ENG
2023-01-05,Man City,ENG
2023-01-06,Man City,ENG
2023-01-07,Man City,ENG
2023-01-08,Man City,ENG
2023-01-09,Man City,ENG
2023-01-10,Man City,ENG
2023-01-11,Man City,ENG
2023-01-12,Man City,ENG
2023-01-13,Man City,ENG
2023-01-14,Man City,ENG
2023-01-15,Man City,ENG
2023-01-16,Man City,ENG
2023-01-17,Man City,ENG
2023-01-18,Man City,ENG
2023-01-19,Man City,ENG
2023-01-20,Man City,ENG
2023-01-21,Man City,ENG
2023-01-22,Man City,ENG
2023-01-23,Man City,ENG
2023-01-24,Man City,ENG
2023-01-25,Man City,ENG
2023-01-26,Man City,ENG
2023-01-27,Man City,ENG
2023-01-28,Man City,ENG
2023-01-29,Man City,ENG
2023-01-30,Man City,ENG
2023-01-31,Man City,ENG
2023-02-01,Man City,ENG
2023-02-02,Man City,ENG
2023-02-03,Man City,ENG
2023-02-04,Man City,ENG
2023-02-05,Man City,ENG
2023-02-06,Man City,ENG
2023-02-07,Man City,ENG
2023-02-08,Man City,ENG
2023-02-09,Man City,ENG
2023-02-10,Man City,ENG
2023-02-11,Man City,ENG
2023-02-12,Man City,ENG
2023-02-13,Man City,ENG
2023-02-14,Man City,ENG
2023-02-15,Man City,ENG
2023-02-16,Man City,ENG
2023-02-17,Man City,ENG
2023-02-18,Man City,ENG
2023-02-19,Man City,ENG
2023-02-20,Man City,ENG
2023-02-21,Man City,ENG
2023-02-22,Man City,ENG
2023-02-23,Man City,ENG
2023-02-24,Man City,ENG
2023-02-25,Man City,ENG
2023-02-26,Man City,ENG
2023-02-27,Man City,ENG
2023-02-28,Man City,ENG
2023-03-01,Man City,ENG
2023-03-02,Man City,ENG
2023-03-03,Man City,ENG
2023-03-04,Man City,ENG
2023-03-05,Man City,ENG
2023-03-06,Man City,ENG
2023-03-07,Man City,ENG
2023-03-08,Man City,ENG
2023-03-09,Man City,ENG
