team_name,matches,mean_contexg_for,mean_contexg_against,contexg_diff,mean_goals_for,mean_goals_against,mean_gd,mean_xg_for,mean_xg_against,mean_xgd
Manchester City,32,2.043460562426377,1.0137405700973015,1.0297199923290756,2.03125,0.90625,1.125,2.04851609375,1.2056183125,0.84289778125
Arsenal,33,1.8941253463916659,0.9205460285593835,0.9735793178322825,1.9090909090909092,0.7878787878787878,1.1212121212121213,2.005869818181818,0.8802509151515152,1.1256189030303028
Liverpool,33,1.8375600959041292,1.2276689200707314,0.6098911758333979,1.6363636363636365,1.303030303030303,0.3333333333333335,1.8064333636363636,1.3494350909090909,0.4569982727272728
Chelsea,33,1.7540605434397694,1.2352022888449226,0.5188582545948468,1.606060606060606,1.2727272727272727,0.33333333333333326,2.034320787878788,1.4600873333333333,0.5742334545454548
Manchester United,33,1.6109710706157152,1.303954216043412,0.3070168545723029,1.7575757575757576,1.3636363636363635,0.39393939393939403,1.8373863333333333,1.3383416969696968,0.4990446363636365
Brentford,33,1.486307211482542,1.3202983988436954,0.16600881263884643,1.4545454545454546,1.3333333333333333,0.12121212121212133,1.7879577575757575,1.4338347272727274,0.35412303030303005
Newcastle United,33,1.4914556038636149,1.3670563210765962,0.12439928278701846,1.393939393939394,1.4848484848484849,-0.09090909090909083,1.5935888484848484,1.5348738484848485,0.05871499999999985
Brighton,33,1.4499707212423125,1.3705843270935247,0.07938639414878768,1.3636363636363635,1.1818181818181819,0.18181818181818166,1.4809597272727273,1.4161196363636364,0.06484009090909093
Aston Villa,33,1.4299144594792275,1.363947426932339,0.06596703254688839,1.4242424242424243,1.2424242424242424,0.18181818181818188,1.4535706363636363,1.5053466363636365,-0.051776000000000266
Bournemouth,33,1.4943692708238532,1.4548236857447447,0.03954558507910849,1.5151515151515151,1.5151515151515151,0.0,1.7750011818181817,1.5243763636363636,0.25062481818181803
Crystal Palace,31,1.372025133070397,1.3450026407893656,0.027022492281031502,1.1290322580645162,1.1612903225806452,-0.032258064516129004,1.687123064516129,1.4892025161290323,0.19792054838709672
Fulham,33,1.4223991425477793,1.4136407532615678,0.008758389286211686,1.303030303030303,1.393939393939394,-0.09090909090909105,1.3087103333333334,1.6093728484848486,-0.3006625151515152
Leeds,33,1.365717906963415,1.3885266903429831,-0.0228087833795681,1.2727272727272727,1.4848484848484849,-0.21212121212121215,1.5724840606060606,1.440111303030303,0.13237275757575762
Everton,33,1.226204663218604,1.5185799612101145,-0.2923752979915104,1.2121212121212122,1.1818181818181819,0.030303030303030276,1.3144654242424243,1.538307121212121,-0.2238416969696968
Tottenham,33,1.22382555900447,1.5715234573469663,-0.3476978983424963,1.2727272727272727,1.606060606060606,-0.33333333333333326,1.1988294606060605,1.5450890303030302,-0.3462595696969697
Nottingham Forest,33,1.1931909305425528,1.5516922570007745,-0.3585013264582215,1.0909090909090908,1.3636363636363635,-0.2727272727272727,1.203543515151515,1.6570043333333333,-0.45346081818181827
Sunderland,33,1.1215090477351606,1.6446636859593826,-0.5231546382242219,1.0909090909090908,1.2121212121212122,-0.12121212121212133,1.1135025454545455,1.6380275454545454,-0.5245249999999999
West Ham,32,1.1383003002834367,1.7016229691545735,-0.5633226688711369,1.25,1.78125,-0.53125,1.2943515625,1.82755446875,-0.5332029062500001
Wolverhampton Wanderers,33,0.9742218184129208,1.7801711814103436,-0.8059493629974228,0.7272727272727273,1.8484848484848484,-1.121212121212121,0.9351887272727273,1.8582684848484847,-0.9230797575757574
Burnley,33,0.958807063414721,1.9793796920490323,-1.020572628634311,1.0303030303030303,2.0303030303030303,-1.0,0.9800278181818183,2.1592289696969695,-1.1792011515151513
