team,manager,manager_team,manager_start_date,manager_end_date,n,wins,draws,losses,points,points_per_game,contexG_attack_mean,opp_contexG_attack_mean,contexG_attack_share,contexG_defence_mean,opp_contexG_defence_mean,contexG_defence_share,opp_adj_contexg_diff_mean,opp_opp_adj_contexg_diff_mean,opp_adj_contexg_diff_share,touches_mean,opp_touches_mean,touches_share,touches_box_mean,opp_touches_box_mean,touches_box_share,progressive_passes_mean,opp_progressive_passes_mean,progressive_passes_share,crosses_mean,opp_crosses_mean,crosses_share,shots_mean,opp_shots_mean,shots_share,goals_mean,opp_goals_mean,goals_share,xg_mean,opp_xg_mean,xg_share,shots_box_mean,opp_shots_box_mean,shots_box_share
Arsenal,Mikel Arteta,Mikel Arteta - Arsenal,2025-08-15,,38,26,7,5,85,2.236842105263158,1.9385370506311348,0.9109632942160287,0.6803077087309882,0.9109632942160287,1.9385370506311348,0.3196922912690117,0.9805683157894736,-0.05232884210526316,1.0563742908902252,656.8157894736842,550.9473684210526,0.5438283037367906,33.26315789473684,16.289473684210527,0.6712692511949018,43.18421052631579,34.0,0.5594953972042278,17.894736842105264,13.157894736842104,0.576271186440678,14.578947368421053,8.263157894736842,0.6382488479262672,1.7894736842105263,0.7894736842105263,0.6938775510204082,2.0214739642857142,0.7710004357142858,0.723900625296946,10.657894736842104,5.184210526315789,0.6727574750830565
Aston Villa,Unai Emery,Unai Emery - Aston Villa,2025-08-15,,38,19,8,11,65,1.7105263157894737,1.4034495406754643,1.3785771171223087,0.5044701986380038,1.3785771171223087,1.4034495406754643,0.49552980136199626,0.025979342105263165,0.007618921052631575,0.7732346753513262,634.7368421052631,573.5,0.5253414065733016,25.86842105263158,24.789473684210527,0.5106493506493506,41.8421052631579,37.26315789473684,0.5289421157684631,15.921052631578947,17.92105263157895,0.4704510108864696,12.736842105263158,12.973684210526315,0.4953940634595701,1.4210526315789473,1.3421052631578947,0.5142857142857142,1.3564748518518517,1.4789290740740741,0.4784062120563239,8.052631578947368,8.5,0.4864864864864864
Bournemouth,Andoni Iraola,Andoni Iraola - Bournemouth,2025-08-15,,38,13,18,7,57,1.5,1.5299741266808986,1.4198143883611283,0.5186724807148083,1.4198143883611283,1.5299741266808986,0.4813275192851918,0.10879123684210526,-0.028527973684210527,1.3554300256655403,622.7631578947369,619.5526315789474,0.5012921538722251,25.18421052631579,28.63157894736842,0.4679706601466993,44.473684210526315,46.63157894736842,0.48815713460427496,19.289473684210527,17.55263157894737,0.5235714285714286,13.868421052631579,12.657894736842104,0.5228174603174603,1.5789473684210527,1.368421052631579,0.5357142857142857,1.6864940370370372,1.4946074814814816,0.5301603948252679,8.236842105263158,8.947368421052632,0.4793261868300153
Brentford,Keith Andrews,Keith Andrews - Brentford,2025-06-27,,38,14,11,13,53,1.394736842105263,1.4663171599237985,1.3984803035142428,0.511839729906795,1.3984803035142428,1.4663171599237985,0.488160270093205,0.0585735,0.024376289473684223,0.7061319910713265,590.6842105263158,636.0526315789474,0.48150849493736053,25.026315789473685,27.526315789473685,0.4762143214822233,42.18421052631579,42.78947368421053,0.4964385258593992,18.0,19.263157894736842,0.4830508474576271,10.736842105263158,13.342105263157896,0.44590163934426225,1.4736842105263157,1.3421052631578947,0.5233644859813084,1.7846654444444443,1.4665277407407407,0.5489262996049222,8.052631578947368,8.447368421052632,0.4880382775119617
Brighton,Fabian Huerzeler,Fabian Huerzeler - Brighton,2025-08-15,,38,14,11,13,53,1.394736842105263,1.5391356997607883,1.3315301364816665,0.5361598275664969,1.3315301364816665,1.5391356997607883,0.4638401724335031,0.18926810526315788,-0.024289078947368415,1.1472252533535763,670.3947368421053,601.578947368421,0.5270507913520224,28.394736842105264,25.263157894736842,0.5291809710642471,42.44736842105263,39.26315789473684,0.5194847020933977,18.973684210526315,15.447368421052632,0.5512232415902141,13.131578947368421,11.657894736842104,0.529723991507431,1.4473684210526316,1.131578947368421,0.5612244897959184,1.4809027037037037,1.5332652592592593,0.49131392871947277,8.710526315789474,8.157894736842104,0.5163806552262091
Burnley,Scott Parker,Scott Parker - Burnley,2025-08-15,2026-04-30,34,4,8,22,20,0.5882352941176471,0.9563030321188483,2.0429165062008314,0.3188506276051467,2.0429165062008314,0.9563030321188483,0.6811493723948533,-1.0230906764705883,0.10621276470588237,1.1158417749441207,572.0,731.2058823529412,0.4389176013902367,16.970588235294116,33.911764705882355,0.3335260115606936,37.1764705882353,49.05882352941177,0.4311050477489768,13.735294117647058,21.970588235294116,0.38467874794069196,9.235294117647058,16.88235294117647,0.3536036036036036,1.0294117647058822,1.9705882352941178,0.34313725490196073,0.9532928888888889,2.1956172592592593,0.3027374056543067,5.735294117647059,11.323529411764707,0.33620689655172414
Burnley,Mike Jackson (interim),Mike Jackson (interim) - Burnley,2026-04-30,,4,0,2,2,2,0.5,1.1372105960221985,1.747865630329147,0.39417003461998257,1.747865630329147,1.1372105960221985,0.6058299653800175,-0.63489925,-0.4066285,0.6095845741988152,596.25,611.25,0.4937888198757764,19.75,30.5,0.39303482587064675,37.75,46.5,0.44807121661721067,15.25,20.25,0.4295774647887324,11.25,16.25,0.4090909090909091,1.0,1.75,0.36363636363636365,0.90664525,1.98016,0.31406526297539467,5.25,10.0,0.3442622950819672
Chelsea,Enzo Maresca,Enzo Maresca - Chelsea,2025-08-15,2026-01-01,19,8,6,5,30,1.5789473684210527,1.7940568850211278,1.1706518625429805,0.6051376501975708,1.1706518625429805,1.7940568850211278,0.3948623498024291,0.5237304736842106,-0.1168651052631579,1.2872328645632423,714.0,543.6842105263158,0.5677100770003347,28.68421052631579,19.68421052631579,0.5930359085963003,46.0,37.8421052631579,0.5486503452605148,18.105263157894736,15.631578947368421,0.5366614664586583,14.210526315789474,10.526315789473685,0.574468085106383,1.6842105263157894,1.105263157894737,0.6037735849056602,1.8664240000000003,1.523723105263158,0.5505436613952244,9.526315789473685,7.157894736842105,0.5709779179810726
Chelsea,Calum McFarlane (interim),Calum McFarlane (interim) - Chelsea,2026-01-02,2026-01-08,2,0,1,1,1,0.5,1.3815835832498864,1.504214839795825,0.4787526295033954,1.504214839795825,1.3815835832498864,0.5212473704966045,0.6632825,0.249229,0.7268757708806958,636.0,760.0,0.45558739255014324,20.5,34.5,0.37272727272727274,26.5,49.5,0.34868421052631576,13.5,17.0,0.4426229508196721,11.0,15.0,0.4230769230769231,1.0,1.5,0.4,2.2441649999999997,1.04531,0.6822258871096452,9.5,10.5,0.475
Chelsea,Liam Rosenior,Liam Rosenior - Chelsea,2026-01-08,2026-04-22,13,5,2,6,17,1.3076923076923077,1.663432372944378,1.3885560593130504,0.5450323321553373,1.3885560593130504,1.663432372944378,0.4549676678446626,0.2940076923076923,0.03799676923076926,0.885553437882438,774.5384615384615,593.1538461538462,0.566310461192351,26.0,24.0,0.52,41.61538461538461,39.30769230769231,0.5142585551330798,19.23076923076923,15.692307692307692,0.5506607929515419,13.307692307692308,10.923076923076923,0.5492063492063491,1.3846153846153846,1.6923076923076923,0.45,2.810335,1.50579,0.6511245619624084,8.692307692307692,7.923076923076923,0.5231481481481481
