team_id,team_name,games_played,games_won,games_drawn,games_lost,points,goals_for,goals_against,goal_difference,xg_for,xg_against,xg_diff,xg_non_penalty_diff,xg_open_play_diff,xg_set_play_diff,field_tilt,shot_share
9825,Arsenal,20,15,3,2,48,40,14,26,36.45,14.94,21.510000000000005,19.150000000000006,12.610000000000001,6.520000000000001,0.6815476190476191,0.6537634408602151
8456,Manchester City,20,13,3,4,42,44,18,26,37.61,21.830000000000002,15.779999999999998,15.780000000000001,14.12,1.6399999999999997,0.6335807050092764,0.5991561181434599
10252,Aston Villa,20,13,3,4,42,33,24,9,23.97,29.3,-5.330000000000002,-3.75,0.05000000000000071,-3.829999999999999,0.4779559118236473,0.4676113360323887
8650,Liverpool,20,10,4,6,34,32,28,4,31.84,23.19,8.649999999999999,10.23,11.68,-1.46,0.6049149338374291,0.5799614643545279
8455,Chelsea,20,8,7,5,31,33,22,11,34.72,28.27,6.449999999999999,4.870000000000001,6.989999999999998,-2.09,0.5801447776628749,0.5650406504065041
10260,Manchester United,20,8,7,5,31,34,30,4,35.8,26.75,9.049999999999997,6.68,6.040000000000003,0.629999999999999,0.5355450236966824,0.5846994535519126
9937,Brentford,20,9,3,8,30,32,28,4,31.16,27.03,4.129999999999999,1.7699999999999996,-1.5299999999999976,3.330000000000001,0.46932515337423314,0.43956043956043955
8472,Sunderland,20,7,9,4,30,21,19,2,16.69,28.05,-11.36,-12.150000000000002,-12.700000000000003,0.5700000000000003,0.3701492537313433,0.39263803680981596
10261,Newcastle United,20,8,5,7,29,28,24,4,28.75,21.810000000000002,6.939999999999998,6.139999999999997,2.3299999999999983,3.8599999999999994,0.5120724346076458,0.5435244161358811
10204,Brighton & Hove Albion,20,7,7,6,28,30,27,3,32.36,28.27,4.09,3.3000000000000007,2.3199999999999967,1.0199999999999996,0.5178236397748592,0.5269230769230769
9879,Fulham,20,8,4,8,28,28,29,-1,23.22,26.560000000000002,-3.3400000000000034,-1.7600000000000016,0.10999999999999943,-1.9200000000000008,0.48303393213572854,0.509719222462203
8668,Everton,20,8,4,8,28,22,24,-2,22.67,29.57,-6.899999999999999,-5.32,-6.040000000000001,0.7400000000000002,0.4664070107108082,0.4405737704918033
8586,Tottenham Hotspur,20,7,6,7,27,28,24,4,19.35,25.669999999999998,-6.319999999999997,-5.529999999999998,-5.959999999999999,0.5,0.4880174291938998,0.46153846153846156
9826,Crystal Palace,20,7,6,7,27,22,23,-1,31.87,26.34,5.530000000000001,3.960000000000001,6.23,-2.26,0.5081967213114754,0.5053763440860215
8678,AFC Bournemouth,20,5,8,7,23,31,38,-7,31.59,30.28,1.3099999999999987,1.2999999999999972,-0.7300000000000004,2.009999999999999,0.4930232558139535,0.5334608030592735
8463,Leeds United,20,5,7,8,22,26,33,-7,29.05,28.93,0.120000000000001,0.120000000000001,-2.9299999999999997,2.96,0.5065645514223195,0.5183673469387755
10203,Nottingham Forest,20,5,3,12,18,19,33,-14,23.66,28.9,-5.239999999999998,-2.8699999999999974,-0.14999999999999858,-2.76,0.47839831401475236,0.4940239043824701
8654,West Ham United,20,3,5,12,14,21,41,-20,20.52,34.54,-14.02,-11.66,-9.440000000000001,-2.21,0.3826530612244898,0.39243027888446214
8191,Burnley,20,3,3,14,12,20,39,-19,17.85,39.019999999999996,-21.169999999999995,-18.8,-13.9,-4.889999999999999,0.3649484536082474,0.3689516129032258
8602,Wolverhampton Wanderers,20,1,3,16,6,14,40,-26,18.64,28.52,-9.879999999999999,-11.46,-9.1,-2.3600000000000003,0.41736401673640167,0.40444444444444444
