matches,team_matches,total_goals,total_xg,total_own_goals,goals_minus_xg,goals_minus_own_goals,adj_goals_minus_xg,total_goals_sd,total_goals_ci_low,total_goals_ci_high,total_xg_sd,total_xg_ci_low,total_xg_ci_high,total_own_goals_sd,total_own_goals_ci_low,total_own_goals_ci_high,goals_minus_xg_sd,goals_minus_xg_ci_low,goals_minus_xg_ci_high,goals_minus_own_goals_sd,goals_minus_own_goals_ci_low,goals_minus_own_goals_ci_high,adj_goals_minus_xg_sd,adj_goals_minus_xg_ci_low,adj_goals_minus_xg_ci_high
17411,34822,49022.0,47652.8,1477.0,1369.199999999997,47545.0,-107.80000000000291,218.04507066420976,48592.95,49447.0,134.25049549205573,47393.27999999999,47921.9025,38.345295776366676,1404.0,1554.0,181.81262996360036,1025.4974999999997,1727.235,214.57835501888502,47117.0,47973.0,178.5613455818798,-447.20500000000015,249.80499999999986
