team_name,matches,mean_contexg_for,mean_contexg_against,contexg_diff,mean_goals_for,mean_goals_against,mean_gd,mean_xg_for,mean_xg_against,mean_xgd
Arsenal,32,1.917467078593964,0.8830598745997689,1.0344072039941952,1.9375,0.75,1.1875,1.997002,0.82603125625,1.1709707437499999
Manchester City,31,2.040988227173452,1.009435752490178,1.031552474683274,2.032258064516129,0.9032258064516129,1.129032258064516,2.030233387096774,1.170649870967742,0.8595835161290322
Liverpool,32,1.842786474004442,1.2294572810572295,0.6133291929472124,1.625,1.3125,0.3125,1.81965534375,1.3454049375,0.47425040625000014
Chelsea,32,1.7637219648054316,1.2516692772503648,0.5120526875550667,1.65625,1.28125,0.375,2.05785925,1.49208871875,0.5657705312499999
Manchester United,31,1.6417918283832174,1.285270719539889,0.35652110884332827,1.8064516129032258,1.3870967741935485,0.41935483870967727,1.8978114838709677,1.2881614838709676,0.60965
Brentford,32,1.4904610982000186,1.3157939933688105,0.17466710483120806,1.5,1.375,0.125,1.7708464375,1.45393246875,0.31691396875
Newcastle United,32,1.4961941379599515,1.3566685941542507,0.13952554380570098,1.40625,1.46875,-0.0625,1.5930238125,1.47763178125,0.11539203125000008
Brighton,32,1.4491579833595778,1.3645878191221623,0.08457016423741542,1.34375,1.15625,0.1875,1.49169909375,1.411607125,0.08009196875000013
Bournemouth,32,1.4879600735811092,1.4584174723998669,0.029542601181242426,1.5,1.53125,-0.03125,1.72526309375,1.5216484375000001,0.20361465624999986
Aston Villa,32,1.4051504170846538,1.3760062040568002,0.029144213027853572,1.34375,1.1875,0.15625,1.37705003125,1.50363621875,-0.12658618750000006
Crystal Palace,31,1.372025133070397,1.3450026407893656,0.027022492281031523,1.1290322580645162,1.1612903225806452,-0.032258064516129004,1.687123064516129,1.4892025161290323,0.19792054838709672
Fulham,32,1.4210853853136474,1.4155238131596393,0.005561572154008092,1.34375,1.4375,-0.09375,1.3248979375,1.58668075,-0.2617828124999999
Leeds,31,1.3216046454313897,1.4027297007782604,-0.08112505534687096,1.1935483870967742,1.5483870967741935,-0.35483870967741926,1.4639598064516128,1.4706289032258066,-0.006669096774193806
Everton,32,1.2279472661784732,1.5138382101012393,-0.285890943922766,1.21875,1.15625,0.0625,1.30934246875,1.54315015625,-0.23380768750000014
Tottenham,32,1.2132428395303245,1.574509242467502,-0.3612664029371775,1.25,1.59375,-0.34375,1.18752663125,1.5578324375,-0.37030580625
Nottingham Forest,32,1.185397433859448,1.572319846398238,-0.3869224125387899,1.0,1.375,-0.375,1.196076125,1.6899914062499999,-0.49391528124999984
Sunderland,32,1.1259916255097098,1.6266105568923135,-0.5006189313826038,1.03125,1.125,-0.09375,1.099547,1.56727121875,-0.4677242187499999
West Ham,32,1.1383003002834367,1.7016229691545735,-0.5633226688711369,1.25,1.78125,-0.53125,1.2943515625,1.82755446875,-0.5332029062500001
Wolverhampton Wanderers,32,0.9803374981563158,1.7621532446587242,-0.7818157465024085,0.75,1.8125,-1.0625,0.94664378125,1.805150625,-0.85850684375
Burnley,32,0.9609069905126204,1.9961545941630048,-1.0352476036503844,1.03125,1.96875,-0.9375,0.991859375,2.18162675,-1.189767375
