team_id,team_name,games_played,games_won,games_drawn,games_lost,points,goals_for,goals_against,goal_difference,xg_for,xg_against,xg_diff,xg_non_penalty_diff,xg_open_play_diff,xg_set_play_diff,field_tilt,shot_share
45729,Bromley,29,17,8,4,59,52,31,21,46.53,35.39,11.14,9.559999999999995,4.239999999999998,5.339999999999998,0.5441640378548895,0.5425383542538355
9834,Cambridge United,28,15,8,5,53,38,22,16,33.91,24.79,9.119999999999997,9.899999999999999,4.550000000000001,5.36,0.5859073359073359,0.5690298507462687
282326,Salford City,28,16,4,8,52,41,34,7,45.269999999999996,36.46,8.809999999999995,7.239999999999995,4.949999999999999,2.3100000000000005,0.5724585436193222,0.5486486486486486
8645,Milton Keynes Dons,29,14,9,6,51,56,31,25,43.88,32.61,11.270000000000003,8.899999999999999,9.04,-0.1899999999999995,0.5503062117235346,0.5253456221198156
9819,Notts County,28,15,6,7,51,43,29,14,36.13,28.69,7.440000000000001,7.439999999999998,8.11,-0.7000000000000011,0.5074106364428945,0.5170068027210885
9795,Swindon Town,28,15,4,9,49,46,34,12,40.07,33.89,6.18,5.390000000000001,6.349999999999998,-0.9499999999999993,0.5027977617905676,0.5101744186046512
10006,Walsall,28,14,7,7,49,37,26,11,33.89,30.87,3.0199999999999996,3.8200000000000003,0.7399999999999984,3.120000000000001,0.4917463075586447,0.47770700636942676
9786,Chesterfield,29,11,12,6,45,46,39,7,32.81,39.47,-6.659999999999997,-1.9500000000000028,1.4800000000000004,-3.4099999999999993,0.5114566284779051,0.5
10005,Grimsby Town,28,12,8,8,44,41,32,9,43.46,29.44,14.02,10.079999999999998,9.18,0.879999999999999,0.5915805022156573,0.5733333333333334
9784,Crewe Alexandra,29,12,7,10,43,45,37,8,38.35,40.44,-2.0899999999999963,-3.6499999999999986,-1.6599999999999966,-1.9700000000000006,0.489780469341408,0.47493403693931396
8416,Colchester United,28,11,9,8,42,41,31,10,42.24,28.830000000000002,13.41,10.25,10.93,-0.6799999999999997,0.5566037735849056,0.5368916797488226
8175,Barnet,28,11,9,8,42,36,29,7,46.089999999999996,29.37,16.719999999999995,14.36,5.739999999999998,8.610000000000001,0.6341281669150521,0.5965166908563135
8671,Accrington Stanley,28,11,7,10,40,34,30,4,32.77,35.29,-2.519999999999996,-2.5199999999999996,0.6900000000000013,-3.2300000000000004,0.46742957746478875,0.5362962962962963
10173,Gillingham,27,9,11,7,38,38,34,4,40.22,36.28,3.9399999999999977,-1.5799999999999983,-4.639999999999997,3.0500000000000007,0.5265519820493643,0.5197183098591549
45723,Fleetwood Town,28,10,7,11,37,37,37,0,40.04,39.38,0.6599999999999966,-0.11999999999999744,1.5599999999999987,-1.7100000000000009,0.455177743431221,0.4540540540540541
9785,Oldham Athletic,27,8,11,8,35,28,26,2,40.19,35.34,4.849999999999994,6.41,4.91,1.5300000000000011,0.4970906068162926,0.5489051094890511
8313,Tranmere Rovers,29,8,8,13,32,42,49,-7,34.73,43.019999999999996,-8.29,-6.719999999999999,-6.460000000000001,-0.23000000000000043,0.4938361131254532,0.47570332480818417
8680,Cheltenham Town,28,9,3,16,30,27,48,-21,24.32,43.63,-19.310000000000002,-16.95,-10.809999999999999,-6.2299999999999995,0.3909014321819714,0.3997175141242938
8647,Crawley Town,29,6,8,15,26,32,47,-15,40.06,40.839999999999996,-0.779999999999994,-2.3399999999999963,0.6600000000000001,-2.9499999999999993,0.49360421369450713,0.5241199478487614
6350,Barrow,27,6,6,15,24,28,42,-14,30.740000000000002,42.74,-12.0,-10.419999999999995,-10.77,0.3800000000000008,0.4236883942766296,0.43546099290780144
10104,Bristol Rovers,28,7,3,18,24,24,47,-23,35.36,40.87,-5.509999999999998,-2.3599999999999994,-3.7799999999999976,1.4700000000000006,0.47292724196277497,0.4953125
9896,Shrewsbury Town,28,5,8,15,23,23,47,-24,23.68,37.57,-13.89,-9.939999999999998,-9.41,-0.5299999999999994,0.4829642248722317,0.4819277108433735
10262,Newport County,28,5,5,18,20,29,54,-25,30.080000000000002,46.34,-16.26,-13.899999999999999,-14.330000000000002,0.40000000000000036,0.4215003866976025,0.42296918767507
7946,Harrogate Town,29,4,6,19,18,20,48,-28,26.93,50.199999999999996,-23.269999999999996,-20.9,-11.27,-9.67,0.3367496339677892,0.38083228247162676
