competition_name,mean_home_residual,total_home_residual,mean_home_win_probability_residual,total_home_win_probability_residual,mean_goal_difference_residual,total_goal_difference_residual,mean_expected_goal_difference,mean_observed_goal_difference,mean_home_delta,total_home_delta,n_matches,tournament_years
Asian Cup,0.07474822729843981,6.802088684158023,0.08763806156031197,7.9750636019883885,0.16908108277269343,15.386378532315103,0.4353145216229109,0.6043956043956044,3.2657500444717495,297.1832540469292,91,18
World Cup,0.06576763431561378,7.957883752189267,0.09435113828915219,11.416487732987415,0.11509810956303052,13.926871257126692,0.7278770970485398,0.8429752066115702,4.140415985300753,500.99033422139115,121,22
Confederations Cup,0.059038794613538476,2.3025129899280006,0.11847919228356528,4.620688499059046,-0.11237175237079018,-4.382498342460817,0.7277563677554055,0.6153846153846154,2.341671968061595,91.32520675440222,39,8
CONCACAF Championship,0.053645866821828384,7.349483754590488,0.05717838244929549,7.833438395553482,0.06687096348958801,9.161321998073557,1.4367786715469084,1.5036496350364963,2.602795211928621,356.58294403422104,137,23
African Nations Cup,0.025561151218000643,4.294273404624108,0.02092257831902039,3.5149931575954256,-0.05478831881518911,-9.20443756095177,0.8047883188151891,0.75,1.2911324422805048,216.91025030312483,168,36
Copa America,0.014810796440752666,2.340105837638921,-0.00713823266909188,-1.1278407617165171,-0.019592011430281577,-3.095537805984489,0.9816173278859778,0.9620253164556962,0.9613178618665967,151.88822217492228,158,19
Oceania Nations Cup,0.011462663316161076,0.4241185426979598,0.08726702360778979,3.2288798734882223,0.5120658550005533,18.946436635020476,1.028474685539987,1.5405405405405406,0.6179975356414098,22.865908818732162,37,11
European Championship,-0.03792254883975967,-3.716409786296448,-0.03109442417136908,-3.04725356879417,-0.17577561625604593,-17.2260103930925,0.7165919427866583,0.5408163265306123,-1.4199268428193947,-139.15283059630067,98,17
