metric,window,n,pearson_r,ols_slope_ppg_per_gbp_million,plot_file
biggest_paid,summer,686,0.5493769227703688,0.007344443422858018,scatter_ppg_vs_biggest_paid_summer.png
biggest_paid,summer_plus_previous2,686,0.6374746090913586,0.006862530072748367,scatter_ppg_vs_biggest_paid_summer_plus_previous2.png
biggest_received,summer,686,0.20177931586257286,0.00242789609062524,scatter_ppg_vs_biggest_received_summer.png
biggest_received,summer_plus_previous2,686,0.312445600569705,0.0028926542074009277,scatter_ppg_vs_biggest_received_summer_plus_previous2.png
biggest_net,summer,686,0.24863613864224743,0.0025414452760715365,scatter_ppg_vs_biggest_net_summer.png
biggest_net,summer_plus_previous2,686,0.22815560418231554,0.002043936448019803,scatter_ppg_vs_biggest_net_summer_plus_previous2.png
