manager,matches,goals_for,goals_against,xg_for,xg_against,own_goals_for,own_goals_against,gf_minus_xg,xga_minus_ga,goals_for_adj,goals_against_adj,gf_adj_minus_xg,xga_minus_ga_adj,goals_for_per_match,xg_for_per_match,goals_against_per_match,xg_against_per_match,gf_minus_xg_per_match,xga_minus_ga_per_match,goals_for_adj_per_match,goals_against_adj_per_match,gf_adj_minus_xg_per_match,xga_minus_ga_adj_per_match,goals_for_se,goals_for_ci_low,goals_for_ci_high,goals_against_se,goals_against_ci_low,goals_against_ci_high,xg_for_se,xg_for_ci_low,xg_for_ci_high,xg_against_se,xg_against_ci_low,xg_against_ci_high,own_goals_for_se,own_goals_for_ci_low,own_goals_for_ci_high,own_goals_against_se,own_goals_against_ci_low,own_goals_against_ci_high,gf_minus_xg_se,gf_minus_xg_ci_low,gf_minus_xg_ci_high,xga_minus_ga_se,xga_minus_ga_ci_low,xga_minus_ga_ci_high,goals_for_adj_se,goals_for_adj_ci_low,goals_for_adj_ci_high,goals_against_adj_se,goals_against_adj_ci_low,goals_against_adj_ci_high,gf_adj_minus_xg_se,gf_adj_minus_xg_ci_low,gf_adj_minus_xg_ci_high,xga_minus_ga_adj_se,xga_minus_ga_adj_ci_low,xga_minus_ga_adj_ci_high,goals_for_per_match_se,goals_for_per_match_ci_low,goals_for_per_match_ci_high,xg_for_per_match_se,xg_for_per_match_ci_low,xg_for_per_match_ci_high,goals_against_per_match_se,goals_against_per_match_ci_low,goals_against_per_match_ci_high,xg_against_per_match_se,xg_against_per_match_ci_low,xg_against_per_match_ci_high,gf_minus_xg_per_match_se,gf_minus_xg_per_match_ci_low,gf_minus_xg_per_match_ci_high,xga_minus_ga_per_match_se,xga_minus_ga_per_match_ci_low,xga_minus_ga_per_match_ci_high,goals_for_adj_per_match_se,goals_for_adj_per_match_ci_low,goals_for_adj_per_match_ci_high,goals_against_adj_per_match_se,goals_against_adj_per_match_ci_low,goals_against_adj_per_match_ci_high,gf_adj_minus_xg_per_match_se,gf_adj_minus_xg_per_match_ci_low,gf_adj_minus_xg_per_match_ci_high,xga_minus_ga_adj_per_match_se,xga_minus_ga_adj_per_match_ci_low,xga_minus_ga_adj_per_match_ci_high
Julien Stéphan,185.0,264.0,236.0,258.5,232.7,10.0,4.0,5.5,-3.3000000000000114,254.0,232.0,-4.5,0.6999999999999886,1.427027027027027,1.3972972972972972,1.2756756756756757,1.2578378378378379,0.02972972972972973,-0.0178378378378379,1.372972972972973,1.2540540540540541,-0.024324324324324326,0.003783783783783722,16.07239636651863,233.0,297.0,15.145310634553145,207.0,266.0,9.404655664700638,240.70000000000005,276.9025,10.332806536607634,212.29500000000002,253.0,3.12217456062173,4.0,16.0,1.9634962207002977,1.0,8.0,13.020533512263311,-19.399999999999977,30.804999999999986,12.556527380905667,-28.005,21.505,15.606441122249848,224.0,285.0,14.647653280417025,203.0,261.0,12.572190691637374,-28.602499999999996,20.604999999999965,12.134474579237335,-23.599999999999994,24.80000000000001,0.08687781819739801,1.2594594594594595,1.6054054054054054,0.050835976565949396,1.3010810810810813,1.49677027027027,0.08186654397055754,1.1189189189189188,1.4378378378378378,0.05585300830598722,1.1475405405405406,1.3675675675675676,0.07038126222845033,-0.10486486486486475,0.1665135135135134,0.06787312097786846,-0.1513783783783784,0.11624324324324325,0.08435914120135055,1.2108108108108109,1.5405405405405406,0.07917650421847042,1.0972972972972972,1.4108108108108108,0.06795778752236419,-0.15460810810810807,0.1113783783783782,0.06559175448236397,-0.12756756756756754,0.13405405405405413
Gennaro Gattuso,184.0,303.0,205.0,279.79999999999995,201.4,12.0,6.0,23.200000000000045,-3.5999999999999943,291.0,199.0,11.200000000000045,2.4000000000000057,1.6467391304347827,1.5206521739130432,1.1141304347826086,1.0945652173913043,0.12608695652173937,-0.019565217391304318,1.5815217391304348,1.0815217391304348,0.06086956521739155,0.013043478260869596,17.901141344358894,269.0,340.0,12.3220792307258,181.0,229.0,10.14588676689442,260.495,299.79999999999995,8.392023488206723,184.8975,217.60250000000002,3.6546558325822303,5.0,20.0,2.3887327230167474,2.0,11.0,15.5695247592248,-7.699999999999989,53.51249999999993,11.399255366424356,-25.80750000000001,18.502499999999987,17.698971772419448,258.0,327.02499999999986,12.184753910684119,175.0,223.0,15.6512492497896,-19.10750000000002,41.50249999999998,11.559255464386341,-20.30000000000001,24.402499999999993,0.09728881165412442,1.4619565217391304,1.8478260869565217,0.055140688950513154,1.4157336956521738,1.6293478260869563,0.06696782190611848,0.9836956521739131,1.2445652173913044,0.04560882330547131,1.0048777173913044,1.1826222826086956,0.08461698238709131,-0.04184782608695646,0.2908288043478257,0.061952474817523674,-0.1402581521739131,0.10055706521739123,0.09619006398054049,1.4021739130434783,1.777309782608695,0.06622148864502239,0.9510869565217391,1.2119565217391304,0.08506113722711739,-0.10384510869565229,0.22555706521739124,0.06282204056731706,-0.1103260869565218,0.13262228260869563
Luciano Spalletti,180.0,329.0,153.0,299.8,177.8,4.0,6.0,29.19999999999999,24.80000000000001,325.0,147.0,25.19999999999999,30.80000000000001,1.8277777777777777,1.6655555555555557,0.85,0.9877777777777779,0.16222222222222216,0.13777777777777783,1.8055555555555556,0.8166666666666667,0.13999999999999993,0.17111111111111119,18.7899381222323,291.0,366.02499999999986,12.47378056568258,128.0,177.0,10.785800235534703,279.69750000000005,321.9074999999999,8.208402542282395,162.5,194.2025,1.9619159786172233,1.0,8.0,2.474569204199629,2.0,11.0,14.810343044914728,-0.10000000000002274,58.5,10.681297431370814,3.9975000000000005,45.90749999999999,18.9465457748477,287.0,363.0,12.144184270909385,123.0,171.0,14.806952887221671,-5.102500000000021,54.10000000000002,10.391287070593892,10.897500000000006,51.802499999999995,0.10438854512351277,1.6166666666666667,2.0334722222222212,0.05992111241963723,1.5538750000000001,1.7883749999999996,0.06929878092045878,0.7111111111111111,0.9833333333333333,0.045602236346013306,0.9027777777777778,1.0789027777777775,0.08227968358285959,-0.0005555555555556819,0.325,0.05934054128539341,0.022208333333333337,0.2550416666666666,0.10525858763804277,1.5944444444444446,2.0166666666666666,0.06746769039394103,0.6833333333333333,0.95,0.08226084937345374,-0.028347222222222343,0.3005555555555557,0.05772937261441051,0.060541666666666695,0.28779166666666667
Rudi Garcia,178.0,316.0,222.0,309.70000000000005,203.2,10.0,10.0,6.2999999999999545,-18.80000000000001,306.0,212.0,-3.7000000000000455,-8.800000000000011,1.7752808988764044,1.7398876404494386,1.247191011235955,1.1415730337078651,0.035393258426966036,-0.10561797752808995,1.7191011235955056,1.1910112359550562,-0.02078651685393284,-0.049438202247191074,17.269584108125876,282.0,350.0,14.975438211445182,194.0,252.0,12.216446421078412,286.69750000000005,334.005,9.47172436036223,184.7,222.2025,3.108730947517335,5.0,17.0,3.3573882375872093,4.0,17.0,14.081531619247672,-21.702500000000043,33.30000000000001,11.244233956839304,-40.89999999999998,2.7024999999999757,16.899206833333864,273.975,339.02499999999986,14.399483030851416,184.975,241.0,13.795654548433351,-30.705000000000044,22.902499999999964,11.043363718478592,-30.404999999999976,12.800000000000011,0.09702013543890942,1.5842696629213484,1.9662921348314606,0.06863172146673265,1.6106601123595508,1.8764325842696628,0.08413167534519764,1.0898876404494382,1.4157303370786516,0.05321193460877659,1.037640449438202,1.248328651685393,0.07910972819802062,-0.12192415730337104,0.1870786516853933,0.06316985369010845,-0.22977528089887628,0.015182584269662784,0.0949393642322127,1.539185393258427,1.9046348314606736,0.08089597208343492,1.039185393258427,1.353932584269663,0.07750367723838962,-0.17250000000000024,0.12866573033707845,0.06204136920493591,-0.1708146067415729,0.07191011235955062
Mendilibar,175.0,202.0,232.0,221.0,226.0,5.0,4.0,-19.0,-6.0,197.0,228.0,-24.0,-2.0,1.1542857142857144,1.262857142857143,1.3257142857142856,1.2914285714285714,-0.10857142857142857,-0.03428571428571429,1.1257142857142857,1.302857142857143,-0.13714285714285715,-0.011428571428571429,14.944382833999688,173.0,232.0,15.953033171898436,203.0,263.0,9.454656376680253,203.4975,239.79999999999998,8.981404633580208,208.89749999999998,242.90499999999997,2.5966322418663275,1.0,11.0,1.964945356779054,1.0,8.0,13.278601321827237,-44.4025,7.8024999999999975,13.421486796604007,-33.40500000000003,19.402499999999964,14.88823050109471,168.0,228.0,15.974357860475246,198.0,259.0,12.993323676703502,-49.30250000000001,2.1999999999999895,13.525785837383324,-29.70249999999999,23.702499999999976,0.08539647333714108,0.9885714285714285,1.3257142857142856,0.05402660786674429,1.162842857142857,1.370285714285714,0.09116018955370535,1.16,1.502857142857143,0.051322312191886904,1.1936999999999998,1.3880285714285714,0.07587772183901278,-0.2537285714285714,0.04458571428571427,0.07669421026630861,-0.1908857142857145,0.11087142857142836,0.08507560286339834,0.96,1.302857142857143,0.0912820449170014,1.1314285714285715,1.48,0.07424756386687716,-0.2817285714285715,0.01257142857142851,0.07729020478504757,-0.16972857142857137,0.135442857142857
Graham Potter,175.0,197.0,205.0,223.5,207.5,11.0,10.0,-26.5,2.5,186.0,195.0,-37.5,12.5,1.1257142857142857,1.2771428571428571,1.1714285714285715,1.1857142857142857,-0.15142857142857144,0.014285714285714285,1.062857142857143,1.1142857142857143,-0.21428571428571427,0.07142857142857142,13.310764787555028,172.0,224.0,13.696473869146908,178.0,230.0,8.475084507319268,206.9975,240.29999999999998,9.677402588397827,188.8,225.60000000000002,3.253307510039197,5.0,18.0,3.3049718863531643,4.0,17.0,12.933794505003117,-50.90250000000003,-0.1975000000000017,11.95152550842315,-20.69999999999996,26.0,12.925033384637619,162.0,212.0,13.05287323733265,169.0,220.0,12.613544514929776,-61.5,-11.297500000000024,11.420955748649337,-9.709999999999987,34.802499999999995,0.076061513071743,0.9828571428571429,1.28,0.048429054327538676,1.182842857142857,1.373142857142857,0.07826556496655376,1.0171428571428571,1.3142857142857143,0.0552994433622733,1.078857142857143,1.2891428571428574,0.07390739717144638,-0.2908714285714287,-0.0011285714285714384,0.06829443147670372,-0.11828571428571406,0.14857142857142858,0.07385733362650068,0.9257142857142857,1.2114285714285715,0.07458784707047228,0.9657142857142857,1.2571428571428571,0.07207739722817015,-0.3514285714285714,-0.06455714285714301,0.0652626042779962,-0.055485714285714215,0.19887142857142856
Michel,173.0,238.0,259.0,230.2,244.99999999999997,6.0,6.0,7.800000000000011,-14.000000000000028,232.0,253.0,1.8000000000000114,-8.000000000000028,1.3757225433526012,1.330635838150289,1.4971098265895955,1.4161849710982657,0.045086705202312206,-0.08092485549132965,1.3410404624277457,1.4624277456647399,0.010404624277456713,-0.04624277456647415,17.712213837053365,205.0,275.0,15.05017114772413,229.0,289.0,10.585024913348484,209.69750000000002,251.8025,9.857285654668777,225.49749999999997,264.69999999999993,2.8082790042092936,1.0,12.0,2.7536149327018835,1.0,12.0,13.062128141531643,-18.099999999999994,33.105,13.107008288340833,-39.910000000000004,10.202500000000002,17.451878381123183,198.975,268.0,14.785583061997981,224.0,283.0,12.83937844521415,-23.612500000000022,27.202499999999976,12.96457344148892,-33.81000000000001,16.19999999999999,0.10238273894250502,1.1849710982658959,1.5895953757225434,0.0611851151060606,1.2121242774566474,1.4555057803468208,0.08699520894638227,1.323699421965318,1.670520231213873,0.05697852979577328,1.3034537572254332,1.5300578034682077,0.07550363087590545,-0.10462427745664736,0.19135838150289014,0.07576305368983141,-0.23069364161849712,0.05897398843930637,0.10087790971747505,1.1501445086705202,1.5491329479768785,0.08546579804623111,1.2947976878612717,1.6358381502890174,0.07421606037696041,-0.1364884393063585,0.1572398843930634,0.0749397308756585,-0.19543352601156075,0.09364161849710977
Lucien Favre,169.0,308.0,208.0,267.4,206.5,2.0,8.0,40.60000000000002,-1.5,306.0,200.0,38.60000000000002,6.5,1.8224852071005917,1.582248520710059,1.2307692307692308,1.2218934911242603,0.24023668639053267,-0.008875739644970414,1.8106508875739644,1.183431952662722,0.22840236686390547,0.038461538461538464,19.708542750002202,270.0,346.02499999999986,15.605904006815337,179.0,240.0,10.950698760315232,245.79500000000002,288.405,10.001193741155307,187.195,226.6,1.4297755519886792,0.0,5.0,2.735977665642292,3.0,14.0,15.346184285468546,11.192500000000043,71.30499999999992,11.728858009845098,-24.002499999999998,21.202499999999976,19.640382081419702,268.0,345.0,15.110379198741667,171.0,231.0,15.260140706582371,9.190000000000044,68.60499999999999,11.489895117228114,-16.307499999999983,28.8025,0.11661859615385918,1.5976331360946745,2.047485207100591,0.06479703408470552,1.4544082840236687,1.7065384615384613,0.09234262725926234,1.0591715976331362,1.4201183431952662,0.05917866119026808,1.107662721893491,1.340828402366864,0.0908058241743701,0.06622781065088783,0.4219230769230765,0.06940152668547396,-0.14202662721893491,0.12545857988165665,0.11621527858828223,1.5857988165680474,2.0414201183431953,0.08941052780320513,1.0118343195266273,1.3668639053254439,0.09029669057149331,0.054378698224852334,0.4059467455621301,0.0679875450723557,-0.09649408284023658,0.1704289940828402
Urs Fischer,166.0,224.0,231.0,207.5,218.60000000000002,5.0,8.0,16.5,-12.399999999999977,219.0,223.0,11.5,-4.399999999999977,1.3493975903614457,1.25,1.391566265060241,1.3168674698795182,0.09939759036144578,-0.07469879518072275,1.319277108433735,1.3433734939759037,0.06927710843373494,-0.026506024096385406,15.022054954883295,194.975,253.0,16.234836084831613,198.975,262.02499999999986,8.106819116990202,192.09749999999997,223.5075,10.569019705193304,197.1975,239.5,2.2024652498026605,1.0,10.0,2.803772515765157,3.0,14.0,12.683166453734911,-8.30250000000001,41.10249999999998,13.773023432683132,-38.9025,14.707499999999976,14.926172954563228,190.0,248.0,16.070472583111,191.0,254.0,12.672687340880776,-12.899999999999977,36.302499999999995,13.594415813511638,-30.704999999999988,22.0,0.09049430695712829,1.1745481927710844,1.5240963855421688,0.048836259740904824,1.1572138554216864,1.3464307228915662,0.0978002173785037,1.198644578313253,1.578463855421686,0.06366879340477895,1.1879367469879518,1.4427710843373494,0.07640461719117415,-0.050015060240963916,0.24760542168674685,0.08297002067881404,-0.23435240963855425,0.0885993975903613,0.08991670454556161,1.144578313253012,1.4939759036144578,0.09681007580187348,1.1506024096385543,1.5301204819277108,0.07634149000530588,-0.07771084337349383,0.21868975903614454,0.08189407116573277,-0.18496987951807223,0.13253012048192772
Antoine Kombouare,165.0,192.0,245.0,189.8,230.8,8.0,8.0,2.1999999999999886,-14.199999999999989,184.0,237.0,-5.800000000000011,-6.199999999999989,1.1636363636363636,1.1503030303030304,1.4848484848484849,1.398787878787879,0.013333333333333265,-0.08606060606060599,1.1151515151515152,1.4363636363636363,-0.03515151515151522,-0.037575757575757505,14.437237024668303,164.0,220.0,15.307798023888678,215.0,274.0,9.01263162868855,171.89749999999998,207.10250000000002,10.051107902242979,210.8,250.0025,3.0456305887026778,3.0,14.0,2.7331675492779826,3.0,14.0,11.390397204849448,-20.20249999999999,24.202500000000004,12.726137731781947,-40.19999999999999,10.202499999999976,14.0591531624,157.0,211.0,15.255789501256674,207.0,266.02499999999986,10.886176563885506,-26.90249999999998,15.399999999999977,12.595268360381809,-31.40499999999998,18.5,0.08749840621011092,0.9939393939393939,1.3333333333333333,0.0546220098708397,1.0418030303030303,1.2551666666666668,0.09277453347811321,1.303030303030303,1.6606060606060606,0.06091580546813927,1.2775757575757576,1.5151666666666666,0.0690327103324209,-0.12243939393939388,0.14668181818181822,0.07712810746534512,-0.24363636363636357,0.061833333333333185,0.0852069888630303,0.9515151515151515,1.2787878787878788,0.0924593303106465,1.2545454545454546,1.6122727272727264,0.06597682765991217,-0.1630454545454544,0.0933333333333332,0.07633495975988974,-0.19033333333333322,0.11212121212121212
Davide Nicola,164.0,177.0,266.0,183.70000000000002,255.70000000000002,5.0,2.0,-6.700000000000017,-10.299999999999983,172.0,264.0,-11.700000000000017,-8.299999999999983,1.079268292682927,1.1201219512195122,1.6219512195121952,1.5591463414634148,-0.04085365853658547,-0.06280487804878038,1.048780487804878,1.6097560975609757,-0.07134146341463425,-0.050609756097560875,13.552110891104839,152.0,204.0,18.40903147832566,232.0,304.0,9.474494227156942,166.0,203.70250000000001,9.943446840383558,236.79500000000004,275.30250000000007,2.2114975380226722,1.0,10.0,1.4178025539690007,0.0,5.0,11.16813703499452,-27.5,15.302499999999998,14.78077242117892,-39.5,18.002499999999987,13.334118535117133,147.975,199.0,18.329867423685446,230.0,302.0,10.972692686045262,-32.5025,10.099999999999994,14.764126911935426,-37.70499999999999,19.80249999999994,0.08263482250673682,0.926829268292683,1.2439024390243902,0.057771306263152085,1.0121951219512195,1.2420884146341464,0.1122501919410101,1.4146341463414633,1.853658536585366,0.06063077341697292,1.4438719512195124,1.6786737804878054,0.06809839655484465,-0.1676829268292683,0.09330792682926828,0.09012666110474951,-0.24085365853658536,0.10977134146341455,0.08130560082388495,0.9022865853658537,1.2134146341463414,0.11176748429076491,1.4024390243902438,1.8414634146341464,0.06690666271978818,-0.19818597560975612,0.0615853658536585,0.09002516409716724,-0.22990853658536578,0.12074695121951184
Sebastian Hoeneß,160.0,301.0,242.0,291.0,222.89999999999998,8.0,7.0,10.0,-19.100000000000023,293.0,235.0,2.0,-12.100000000000023,1.88125,1.81875,1.5125,1.393125,0.0625,-0.11937500000000015,1.83125,1.46875,0.0125,-0.07562500000000014,17.172523038964364,267.0,336.0,15.744796825095323,211.0,274.0,11.55406518107823,268.0975,313.005,9.878220603866332,204.39999999999998,242.80749999999998,2.756807527534691,3.0,14.0,2.5570367554034577,3.0,12.0,14.602989757321144,-17.60500000000002,39.105,13.117528816763823,-43.80750000000001,6.399999999999978,17.403374089953285,258.975,327.02499999999986,15.581691517780657,204.0,266.0,14.617456526877636,-26.40249999999998,31.0,12.822679900762504,-36.39999999999998,13.20499999999999,0.10732826899352726,1.66875,2.1,0.07221290738173894,1.675609375,1.95628125,0.09840498015684578,1.31875,1.7125,0.061738878774164584,1.2774999999999999,1.5175468749999999,0.09126868598325714,-0.11003125000000014,0.24440624999999996,0.0819845551047739,-0.27379687500000005,0.03999999999999986,0.10877108806220805,1.6185937499999998,2.043906249999999,0.0973855719861291,1.275,1.6625,0.09135910329298522,-0.16501562499999986,0.19375,0.08014174937976565,-0.22749999999999987,0.08253124999999993
Zinédine Zidane,158.0,315.0,153.0,302.9,175.20000000000002,7.0,5.0,12.100000000000023,22.200000000000017,308.0,148.0,5.100000000000023,27.200000000000017,1.9936708860759493,1.9170886075949365,0.9683544303797469,1.108860759493671,0.0765822784810128,0.14050632911392416,1.9493670886075949,0.9367088607594937,0.03227848101265837,0.17215189873417733,17.533260888057427,281.0,350.0,11.61499667774003,131.0,176.0,11.387351659908163,280.59749999999997,324.70000000000005,8.533211403007908,159.1975,191.90999999999997,2.6121170202852384,3.0,12.0,2.169182259709386,1.0,9.0,15.362816359663691,-16.600000000000023,42.0,9.033188639594508,3.1999999999999886,38.802499999999995,17.42570223977429,274.0,342.02499999999986,11.08177470513219,127.0,170.0,15.303599037783714,-23.40250000000009,34.90249999999996,8.715545543284055,9.800000000000011,43.5,0.11097000562061662,1.7784810126582278,2.2151898734177213,0.07207184594878584,1.7759335443037971,2.055063291139241,0.07351263720088627,0.8291139240506329,1.1139240506329113,0.054007667107644985,1.0075791139240504,1.214620253164557,0.09723301493458032,-0.10506329113924065,0.26582278481012656,0.05717207999743359,0.020253164556961953,0.24558544303797467,0.11028925468211576,1.7341772151898733,2.1647151898734167,0.07013781458944425,0.8037974683544303,1.0759493670886076,0.09685822175812477,-0.14811708860759548,0.22090189873417698,0.055161680653696546,0.062025316455696276,0.27531645569620256
Andoni Iraola,158.0,202.0,228.0,211.6,215.20000000000002,8.0,6.0,-9.599999999999994,-12.799999999999983,194.0,222.0,-17.599999999999994,-6.799999999999983,1.2784810126582278,1.339240506329114,1.4430379746835442,1.3620253164556964,-0.06075949367088604,-0.08101265822784799,1.2278481012658229,1.4050632911392404,-0.11139240506329111,-0.04303797468354419,13.640853499400103,175.0,229.0,14.731941650794074,200.0,257.0,8.654583002286808,194.5975,229.2025,9.499297833506688,196.59750000000003,233.70000000000002,2.8364207006711113,3.0,14.0,2.3658464901187912,2.0,11.0,12.088598210435595,-34.107499999999995,12.902499999999964,12.075947913476792,-35.79999999999998,11.5,13.756551179353606,167.0,221.0,14.669230958658305,194.0,251.0,12.236129521741605,-42.19999999999999,4.899999999999977,11.911320645913486,-30.30250000000001,16.30000000000001,0.08633451581898799,1.1075949367088607,1.4493670886075949,0.05477584178662537,1.231629746835443,1.450648734177215,0.09324013703034223,1.2658227848101267,1.6265822784810127,0.06012213818675119,1.2442879746835445,1.479113924050633,0.07651011525592148,-0.2158702531645569,0.08166139240506307,0.07643005008529616,-0.22658227848101256,0.07278481012658228,0.08706677961616206,1.0569620253164558,1.3987341772151898,0.09284323391555888,1.2278481012658229,1.5886075949367089,0.0774438577325418,-0.26708860759493663,0.031012658227847958,0.07538810535388284,-0.1917879746835444,0.1031645569620254
Thiago Motta,156.0,206.0,197.0,187.60000000000002,200.3,8.0,5.0,18.399999999999977,3.3000000000000114,198.0,192.0,10.399999999999977,8.300000000000011,1.3205128205128205,1.2025641025641027,1.2628205128205128,1.283974358974359,0.11794871794871781,0.021153846153846228,1.2692307692307692,1.2307692307692308,0.06666666666666653,0.05320512820512828,13.248805046780022,180.975,232.0,15.686348348556338,167.0,227.02499999999986,7.981005458842079,172.59750000000003,203.80999999999995,10.149101039178381,180.4,220.90249999999997,2.8212421827498013,3.0,14.0,2.2428596054155516,1.0,10.0,11.575469627991525,-4.405000000000033,40.00749999999996,13.384335508197559,-22.70249999999999,30.202499999999976,13.305672153473791,172.0,224.0,15.522293275939356,163.0,222.0,11.572690538208763,-12.699999999999989,33.30249999999997,13.200053040713088,-17.404999999999976,34.20249999999997,0.08492823747935913,1.160096153846154,1.4871794871794872,0.05116029140283383,1.106394230769231,1.3064743589743586,0.1005535150548483,1.0705128205128205,1.4552884615384607,0.06505833999473322,1.1564102564102565,1.4160416666666664,0.07420172838456106,-0.028237179487179704,0.25645833333333307,0.0857970224884459,-0.1455288461538461,0.19360576923076908,0.08529277021457558,1.1025641025641026,1.435897435897436,0.09950187997397024,1.044871794871795,1.4230769230769231,0.07418391370646642,-0.08141025641025634,0.2134775641025639,0.08461572461995569,-0.11157051282051267,0.21924679487179471
Marco Baroni,156.0,173.0,211.0,181.5,192.6,3.0,8.0,-8.5,-18.400000000000006,170.0,203.0,-11.5,-10.400000000000006,1.108974358974359,1.1634615384615385,1.3525641025641026,1.2346153846153847,-0.05448717948717949,-0.11794871794871799,1.0897435897435896,1.3012820512820513,-0.07371794871794872,-0.06666666666666671,13.434663704180398,147.0,200.0,14.289341846117251,184.0,239.0,8.595030264642764,165.69500000000002,198.90250000000003,9.486839170989889,175.39999999999998,211.80749999999998,1.6893344622846984,0.0,7.0,3.11565103801683,3.0,15.0,10.730272077022253,-29.70249999999999,12.704999999999961,11.767421527344089,-42.30000000000001,4.102500000000008,13.343209072939766,144.0,196.02499999999986,14.267975980120118,176.0,232.0,10.720381036244987,-33.20749999999999,9.899999999999977,11.74524282686531,-34.80250000000001,12.5,0.08611963912936153,0.9423076923076923,1.2820512820512822,0.05509634785027413,1.0621474358974359,1.2750160256410257,0.09159834516741829,1.1794871794871795,1.5320512820512822,0.060813071608909544,1.1243589743589741,1.3577403846153844,0.06878379536552727,-0.19040064102564097,0.08144230769230745,0.07543218927784673,-0.27115384615384625,0.026298076923076976,0.08553339149320363,0.9230769230769231,1.256570512820512,0.09146138448794947,1.1282051282051282,1.4871794871794872,0.06872039125798068,-0.2128685897435897,0.06346153846153832,0.07529001812093147,-0.2230929487179488,0.08012820512820513
Siniša Mihajlović,155.0,209.0,242.0,210.8,219.3,11.0,8.0,-1.8000000000000114,-22.69999999999999,198.0,234.0,-12.800000000000011,-14.699999999999989,1.3483870967741935,1.36,1.5612903225806452,1.4148387096774195,-0.011612903225806525,-0.14645161290322573,1.2774193548387096,1.5096774193548388,-0.08258064516129039,-0.09483870967741928,13.658418656641773,183.0,236.0,15.03705049016335,214.0,272.0,9.557780469007795,192.4975,230.10250000000002,8.628138036708167,201.3975,235.89999999999998,3.475850761937231,5.0,19.0,2.673588185733444,3.0,14.0,13.00705085697746,-27.01,22.8025,12.048831124355242,-47.89999999999998,-0.40000000000000496,12.906928145266539,174.0,223.0,14.646649101926265,207.0,264.0,12.23736178560297,-36.702499999999986,10.702500000000004,11.818716852159364,-39.202499999999986,6.902499999999964,0.08811883004285015,1.1806451612903226,1.5225806451612902,0.061663099800050296,1.2419193548387097,1.4845322580645162,0.09701322896879581,1.3806451612903226,1.7548387096774194,0.055665406688439785,1.2993387096774194,1.5219354838709676,0.08391645714179005,-0.17425806451612905,0.14711290322580645,0.07773439435067898,-0.309032258064516,-0.0025806451612903547,0.08327050416300993,1.1225806451612903,1.4387096774193548,0.09449451033500816,1.335483870967742,1.7032258064516128,0.07895072119743851,-0.23679032258064509,0.06904838709677422,0.07624978614296364,-0.2529193548387096,0.0445322580645159
Florian Kohfeldt,153.0,205.0,247.0,189.29999999999998,237.1,8.0,8.0,15.700000000000017,-9.900000000000006,197.0,239.0,7.700000000000017,-1.9000000000000057,1.3398692810457515,1.2372549019607841,1.6143790849673203,1.5496732026143791,0.10261437908496743,-0.06470588235294121,1.2875816993464053,1.5620915032679739,0.05032679738562103,-0.012418300653594809,14.900500946754512,177.0,234.02499999999986,16.845109634825906,215.0,280.0,8.63724987670939,173.1975,206.89999999999998,10.24892046731619,216.89249999999998,257.205,2.7894182954898685,3.0,14.0,2.7573148882012637,3.0,14.0,11.668197693247416,-6.599999999999995,38.00999999999995,13.625670073522118,-37.305000000000014,17.0,15.154030431510938,169.0,227.0,16.746298904937376,206.975,272.0,11.653530330959255,-15.204999999999988,29.502499999999987,13.418479112807471,-29.19999999999999,24.502499999999987,0.09738889507682687,1.1568627450980393,1.5295751633986918,0.05645261357326398,1.1320098039215687,1.3522875816993463,0.11009875578317588,1.4052287581699345,1.8300653594771241,0.06698640828311234,1.4175980392156862,1.6810784313725489,0.07626273002122495,-0.043137254901960756,0.24843137254901926,0.08905666714720338,-0.24382352941176477,0.1111111111111111,0.09904595053275123,1.1045751633986929,1.4836601307189543,0.10945293401919853,1.3527777777777779,1.7777777777777777,0.07616686490823041,-0.09937908496732019,0.19282679738562084,0.08770247786148674,-0.1908496732026143,0.1601470588235293
Thomas Frank,152.0,228.0,224.0,219.5,209.0,7.0,8.0,8.5,-15.0,221.0,216.0,1.5,-7.0,1.5,1.444078947368421,1.4736842105263157,1.375,0.05592105263157895,-0.09868421052631579,1.4539473684210527,1.4210526315789473,0.009868421052631578,-0.046052631578947366,15.774288100657389,197.975,259.0,14.169102988183297,197.0,252.0,10.329556530125314,199.60000000000002,240.1025,8.719681463213549,192.20000000000002,226.40499999999994,2.654712743382029,2.0,12.0,2.7255357771704847,3.0,14.0,12.438908668546135,-16.69999999999999,32.89999999999998,11.50692091360482,-37.505,7.702499999999976,15.284213378165546,192.0,251.02499999999986,13.963327146582982,189.0,243.0,11.865480945120998,-22.302500000000013,25.402499999999993,11.22123299965366,-27.910000000000004,15.202499999999976,0.10377821118853545,1.3024671052631578,1.7039473684210527,0.06795760875082443,1.3131578947368423,1.5796217105263157,0.09321778281699539,1.2960526315789473,1.6578947368421053,0.05736632541587861,1.2644736842105264,1.489506578947368,0.08183492545096142,-0.1098684210526315,0.21644736842105247,0.07570342706318961,-0.24674342105263156,0.050674342105263,0.10055403538266808,1.263157894736842,1.651480263157894,0.09186399438541434,1.243421052631579,1.5986842105263157,0.07806237463895394,-0.1467269736842106,0.16712171052631575,0.07382390131351092,-0.18361842105263163,0.10001644736842089
